Topic,Timestamp,Words,Frequency,Name
39,2016-03-01,"downfall, democracy, ignore, donald, elephant",1,39_trump_science_president_biden
39,2016-04-01,"vicepresidents, biden, winning, minds, hearts",1,39_trump_science_president_biden
39,2016-07-01,"trump, holdren, regret, clinton, lows",2,39_trump_science_president_biden
39,2016-08-01,"trumps, nomination, benefited, republican, obamas",2,39_trump_science_president_biden
39,2016-10-01,"donald, trump, onceplacid, lamar, hillary",3,39_trump_science_president_biden
39,2016-11-01,"trump, election, president, donald, science",9,39_trump_science_president_biden
39,2016-12-01,"trump, donald, rooduijn, aide, darkening",5,39_trump_science_president_biden
39,2017-01-01,"trump, president, trumps, science, usofscience",8,39_trump_science_president_biden
39,2017-03-01,"pasteur, lastditch, plea, retire, senior",1,39_trump_science_president_biden
39,2017-04-01,"politics, political, negotiate, liberal, republican",3,39_trump_science_president_biden
39,2017-05-01,"chairs, appointments, rob, harms, presidential",1,39_trump_science_president_biden
39,2017-06-01,"shouting, springboard, mindset, heard, voices",2,39_trump_science_president_biden
39,2017-07-01,"paredback, scienceeducation, cybersecurity, dwindling, houses",1,39_trump_science_president_biden
39,2017-08-01,"kammen, supremacists, envoy, condemn, presidents",1,39_trump_science_president_biden
39,2017-10-01,"modernera, stays, wait, trumps, office",1,39_trump_science_president_biden
39,2017-11-01,"lamar, reelection, retire, chairman, republican",1,39_trump_science_president_biden
39,2018-01-01,"feared, trumps, office, trump, president",1,39_trump_science_president_biden
39,2018-08-01,"house, adviser, droegemeier, nomination, white",2,39_trump_science_president_biden
39,2018-09-01,"academies, vote, breezes, ballots, scienceadviser",3,39_trump_science_president_biden
39,2018-11-01,"elections, bench, officeholders, scientistpoliticians, midtermelection",3,39_trump_science_president_biden
39,2019-01-01,"droegemeier, adviser, meteorologist, trumps, house",2,39_trump_science_president_biden
39,2019-02-01,"droegemeier, meteorologist, emphasized, trump, office",2,39_trump_science_president_biden
39,2019-03-01,"soldout, game, ornithology, sciencebased, trump",1,39_trump_science_president_biden
39,2019-05-01,"tweets, droegemeier, presidential, trumps, immigration",1,39_trump_science_president_biden
39,2019-08-01,"politicians, restate, safford, policymakers, austin",2,39_trump_science_president_biden
39,2019-09-01,"arranging, droegemeier, listening, outlines, trumps",1,39_trump_science_president_biden
39,2019-11-01,"droegemeier, listening, kicks, told, trumps",1,39_trump_science_president_biden
39,2019-12-01,"chooses, scientist, national, atmospheric, trump",1,39_trump_science_president_biden
39,2020-05-01,"travesty, epas, beleaguered, undermining, businesses",1,39_trump_science_president_biden
39,2020-09-01,"election, presidential, readers, think, tracking",1,39_trump_science_president_biden
39,2020-10-01,"biden, joe, election, trump, science",7,39_trump_science_president_biden
39,2020-11-01,"biden, election, joe, facts, president",6,39_trump_science_president_biden
39,2021-01-01,"biden, alondra, elevates, sociologist, presidentelect",2,39_trump_science_president_biden
39,2021-02-01,"onceinageneration, eminent, cohesive, biden, inclusive",1,39_trump_science_president_biden
39,2021-03-01,"appointees, bidens, joe, announced, advisers",1,39_trump_science_president_biden
39,2021-04-01,"pursues, emphasizes, injustice, biden, racial",1,39_trump_science_president_biden
39,2021-06-01,"spying, cabinet, spoke, presidents, office",1,39_trump_science_president_biden
39,2021-08-01,"scientificintegrity, meddling, biden, trump, office",1,39_trump_science_president_biden
39,2022-01-01,"federal, political, integrity, whistleblowers, biden",3,39_trump_science_president_biden
39,2022-02-01,"house, chops, wrongdoing, eminence, landers",2,39_trump_science_president_biden
39,2022-04-01,"bids, biden, odds, divided, wants",1,39_trump_science_president_biden
39,2022-06-01,"arati, prabhakar, applaud, nominee, darpa",1,39_trump_science_president_biden
39,2022-09-01,"arpah, wegrzyn, biologist, renee, cockatoos",1,39_trump_science_president_biden
39,2022-11-01,"know, midterm, republicans, elections, chamber",2,39_trump_science_president_biden
40,2006-03-01,"kim, ju, corrigendum, jang, bcl",1,40_corrigendum_fig_correction_letter
40,2006-10-01,"byeong, chun, 641, shamim, hossein",1,40_corrigendum_fig_correction_letter
40,2009-03-01,"pogostick, 458, cochlear, pictures, accompanying",1,40_corrigendum_fig_correction_letter
40,2012-03-01,"epitope, np38, np205, faddrip1, 373376",1,40_corrigendum_fig_correction_letter
40,2012-04-01,"corrigendum, accession, basel, pdf, correction",3,40_corrigendum_fig_correction_letter
40,2012-07-01,"corrected, corrigendum, fig, inadvertently, panels",2,40_corrigendum_fig_correction_letter
40,2012-08-01,"needle, cryoelectronmicroscopic, corrigendum, hoangdinh, fitsvery",2,40_corrigendum_fig_correction_letter
40,2012-09-01,"corrigendum, saline, 485, pdf, text",2,40_corrigendum_fig_correction_letter
40,2012-10-01,"dnase2a, tacoperated, corrigendum, accession, fig",2,40_corrigendum_fig_correction_letter
40,2012-11-01,"corrigendum, fig, reply, 488, blot",3,40_corrigendum_fig_correction_letter
40,2013-01-01,"molluscs, doi101038nature10526, multigene, 364367, matrix",1,40_corrigendum_fig_correction_letter
40,2013-02-01,"corrigendum, sqt, fig, correction, mo3",5,40_corrigendum_fig_correction_letter
40,2013-03-01,"corrigendum, seattle, fig, correction, supplementary",3,40_corrigendum_fig_correction_letter
40,2013-04-01,"pkm1, corrigendum, pkm2, 491, blot",3,40_corrigendum_fig_correction_letter
40,2013-07-01,"pmoles, sarcosine, corrigendum, 106, error",2,40_corrigendum_fig_correction_letter
40,2013-08-01,"corrigendum, fig, correction, letter, cxcr7",5,40_corrigendum_fig_correction_letter
40,2013-09-01,"miyakosyne, p10, lrg1, corrigendum, superficial",2,40_corrigendum_fig_correction_letter
40,2013-10-01,"corrigendum, apobec3b, 4c, fig, original",3,40_corrigendum_fig_correction_letter
40,2013-11-01,"511515, gelsblots, doi101038nature10758, 13a, supplementary",1,40_corrigendum_fig_correction_letter
40,2013-12-01,"doi101038nature11973, 199204, tetrode, recordings, grid",1,40_corrigendum_fig_correction_letter
40,2014-01-01,"listed, begum, raddatz, doi101038nature12111, mortimore",1,40_corrigendum_fig_correction_letter
40,2014-02-01,"lanes, bands, corrigendum, accession, fig",2,40_corrigendum_fig_correction_letter
40,2014-03-01,"corrigendum, 506, gel, loading, dog",2,40_corrigendum_fig_correction_letter
40,2014-04-01,"corrigendum, fig, correction, caspase12, image",5,40_corrigendum_fig_correction_letter
40,2014-06-01,"brip1, doi101038nature12981, 302308, nanjing, ret",1,40_corrigendum_fig_correction_letter
40,2014-07-01,"supplementary, 1b, corrigendum, 507511, doi101038nature11058",1,40_corrigendum_fig_correction_letter
40,2014-09-01,"corrigendum, fig, correction, dnmt3l, nmdg",6,40_corrigendum_fig_correction_letter
40,2014-10-01,"corrigendum, correction, article, nature, supplementary",5,40_corrigendum_fig_correction_letter
40,2014-12-01,"corrigendum, smarca4, brg1, bmi1, accession",4,40_corrigendum_fig_correction_letter
40,2015-03-01,"corrigendum, contra, asociacin, doi101038nature13298, cncer",2,40_corrigendum_fig_correction_letter
40,2015-04-01,"corrigendum, rrbs, omnibus, uploaded, geo",3,40_corrigendum_fig_correction_letter
40,2015-05-01,"electrophysiologycalcium, doi101038nature09536, 696700, dj1, snc",1,40_corrigendum_fig_correction_letter
40,2015-07-01,"listed, splitequally, qimr, berghofer, 4006",2,40_corrigendum_fig_correction_letter
40,2015-08-01,"schematic, 1b, panel, 423427, doi101038nature13902",1,40_corrigendum_fig_correction_letter
40,2015-09-01,"corrigendum, wnvgfp, veevgfp, wnv, equine",3,40_corrigendum_fig_correction_letter
40,2015-10-01,"corrigendum, correction, fig, letter, nature",5,40_corrigendum_fig_correction_letter
40,2015-11-01,"corrigendum, multisem, fji, hsp90, correction",4,40_corrigendum_fig_correction_letter
40,2015-12-01,"corrigendum, klu1, zk3372, idh2, idh1",2,40_corrigendum_fig_correction_letter
40,2016-02-01,"corrigendum, fig, legend, 5559, 212216",2,40_corrigendum_fig_correction_letter
40,2016-03-01,"corrigendum, fig, correction, gel, inadvertently",6,40_corrigendum_fig_correction_letter
40,2016-04-01,"corrigendum, mbpd3, accession, fig, correction",3,40_corrigendum_fig_correction_letter
40,2016-05-01,"corrigendum, p110, fig, correction, supplementary",5,40_corrigendum_fig_correction_letter
40,2016-06-01,"cd19cd300a, staining, pdx2, doi101038nature14231, itimbearing",1,40_corrigendum_fig_correction_letter
40,2016-07-01,"p110, 407411, reportedeffect, doi101038nature13444, london",1,40_corrigendum_fig_correction_letter
40,2016-08-01,"corrigendum, fig, correction, 531, 2016",6,40_corrigendum_fig_correction_letter
40,2016-09-01,"corrigendum, fig, correction, dundee, scyl",5,40_corrigendum_fig_correction_letter
40,2016-10-01,"corrigendum, immunofluorescence, grades, fig, correction",3,40_corrigendum_fig_correction_letter
40,2016-11-01,"corrigendum, fig, 2016, representative, correction",5,40_corrigendum_fig_correction_letter
40,2016-12-01,"icosahedron, 60subunit, dodecahedron, corrigendum, accession",2,40_corrigendum_fig_correction_letter
40,2017-01-01,"fig, 7b, 3e, corrigendum, bars",1,40_corrigendum_fig_correction_letter
40,2017-02-01,"corrigendum, geo, accession, letter, correction",3,40_corrigendum_fig_correction_letter
40,2017-03-01,"corrigendum, fig, letter, suvh2, 2h",4,40_corrigendum_fig_correction_letter
40,2017-04-01,"corrigendum, panels, fig, correction, 4a",4,40_corrigendum_fig_correction_letter
40,2017-05-01,"corrigendum, coenzyme, f430, australia, correction",3,40_corrigendum_fig_correction_letter
40,2017-06-01,"543, corrigendum, nickolas, doi101038nature21710, 305762",2,40_corrigendum_fig_correction_letter
40,2017-07-01,"fig, corrigendum, figs, helix, supplementary",4,40_corrigendum_fig_correction_letter
40,2017-08-01,"corrigendum, diet, 254258, 15224314, doi101038nature22056",2,40_corrigendum_fig_correction_letter
40,2017-10-01,"stained, corrigendum, letter, alejandra, ewsr1",4,40_corrigendum_fig_correction_letter
40,2017-11-01,"munich, munichneuherberg, 81377, 85764, germany",1,40_corrigendum_fig_correction_letter
40,2017-12-01,"bottom, parp, 573576, thecorrected, doi101038nature21671",1,40_corrigendum_fig_correction_letter
40,2018-01-01,"culturenegative, corrigendum, culturepositive, image, 94",2,40_corrigendum_fig_correction_letter
40,2018-02-01,"corrigendum, fig, same, columns, correction",4,40_corrigendum_fig_correction_letter
40,2018-03-01,"corrigendum, fig, letter, correction, figure",6,40_corrigendum_fig_correction_letter
40,2018-04-01,"doi101038nature23874, 06107, 09067, 09141, mskcc",1,40_corrigendum_fig_correction_letter
40,2018-08-01,"11b, fig, csfr1, csf1r, formatting",1,40_corrigendum_fig_correction_letter
40,2018-11-01,"antips612, antibak1, phosphocodedependent, 5d, blots",1,40_corrigendum_fig_correction_letter
40,2019-02-01,"066, 019, r2, cryptic, illuminate",1,40_corrigendum_fig_correction_letter
40,2019-07-01,"arb1, 2g, vms1, rqc, blot",1,40_corrigendum_fig_correction_letter
41,2006-03-01,"ligandbinding, glutamatereceptor, glutamate, modulatory, ionchannel",1,41_receptor_receptors_gproteincoupled_gp...
41,2006-09-01,"ectodomain, foldedover, insulinreceptor, insulin, receptor",1,41_receptor_receptors_gproteincoupled_gp...
41,2006-11-01,"neurosteroids, gabaa, receptors, gpcr, receptor",2,41_receptor_receptors_gproteincoupled_gp...
41,2007-09-01,"dscam, horseshoeshaped, specificity, homophilic, epitope",1,41_receptor_receptors_gproteincoupled_gp...
41,2007-11-01,"2ar, gproteincoupled, gpcrs, receptors, nonrhodopsin",2,41_receptor_receptors_gproteincoupled_gp...
41,2008-07-01,"cyanopindolol, receptor, 1adrenergic, 2adrenergic, loop",1,41_receptor_receptors_gproteincoupled_gp...
41,2008-09-01,"epac2, rap1b, camp, epac, receptors",2,41_receptor_receptors_gproteincoupled_gp...
41,2008-11-01,"rxr, ppar, lbd, ligandbinding, pparrxr",1,41_receptor_receptors_gproteincoupled_gp...
41,2009-05-01,"gpcrs, gproteincoupled, stimulants, membraneprotein, neurotransmitters",1,41_receptor_receptors_gproteincoupled_gp...
41,2009-06-01,"nr2, nmda, clamshelllike, gielen, nr2anr2d",1,41_receptor_receptors_gproteincoupled_gp...
41,2009-12-01,"glutamate, glua2, ion, bd, receptor",2,41_receptor_receptors_gproteincoupled_gp...
41,2010-05-01,"gabab, gabab2, gabab1, receptors, kctd",1,41_receptor_receptors_gproteincoupled_gp...
41,2010-08-01,"unmodified, 823826, a2a, lysozyme, referenced",1,41_receptor_receptors_gproteincoupled_gp...
41,2010-11-01,"renin, angiotensinogen, angiotensin, angiotensins, vasopressor",2,41_receptor_receptors_gproteincoupled_gp...
41,2011-01-01,"2ar, agonist, 1ar, receptor, gpcr",5,41_receptor_receptors_gproteincoupled_gp...
41,2011-06-01,"cysloop, adenosine, agonist, receptor, agonistbound",2,41_receptor_receptors_gproteincoupled_gp...
41,2011-07-01,"h1r, doxepin, nmda, histamine, receptors",3,41_receptor_receptors_gproteincoupled_gp...
41,2011-09-01,"gs, 2ar, heterotrimeric, adrenergic, gdp",2,41_receptor_receptors_gproteincoupled_gp...
41,2012-02-01,"muscarinic, acetylcholine, receptor, m2, m3",4,41_receptor_receptors_gproteincoupled_gp...
41,2012-05-01,"fq, nociceptinorphanin, mimetic, peptide, compound24",1,41_receptor_receptors_gproteincoupled_gp...
41,2012-09-01,"prostaglandins, fivemembered, pgf2, prostaglandinbased, hormonelike",1,41_receptor_receptors_gproteincoupled_gp...
41,2012-10-01,"neurotensin, nts, ntsr1, peptide, receptor",2,41_receptor_receptors_gproteincoupled_gp...
41,2012-11-01,"cxcr1, bilayers, phospholipid, chemokine, nmr",1,41_receptor_receptors_gproteincoupled_gp...
41,2012-12-01,"par1, proteaseactivated, thrombin, receptor, irreversibly",1,41_receptor_receptors_gproteincoupled_gp...
41,2013-01-01,"insulin, receptor, confounded, truncated, glimpse",2,41_receptor_receptors_gproteincoupled_gp...
41,2013-02-01,"gpcr, interhelical, gproteincoupled, noncovalent, defines",1,41_receptor_receptors_gproteincoupled_gp...
41,2013-03-01,"gproteinlinked, conformationspecific, 2adrenoceptor, endosomes, gproteincoupled",2,41_receptor_receptors_gproteincoupled_gp...
41,2013-07-01,"gpcrs, corticotropinreleasing, gcgr, glucagon, class",3,41_receptor_receptors_gproteincoupled_gp...
41,2013-10-01,"adrenalineactivated, subscript2subscriptadrenoceptor, adrenaline, 2adrenoceptor, camelid",1,41_receptor_receptors_gproteincoupled_gp...
41,2013-11-01,"gproteincoupled, allosteric, atomiclevel, prototypical, modulator",1,41_receptor_receptors_gproteincoupled_gp...
41,2013-12-01,"gbr1, receptor, agonistbound, muscarinic, gbr2",2,41_receptor_receptors_gproteincoupled_gp...
41,2014-05-01,"p2ysubscript12subscript, agonistbound, platelet, agonist, gproteincoupled",1,41_receptor_receptors_gproteincoupled_gp...
41,2014-07-01,"glutamate, nmda, receptor, receptors, metabotropic",4,41_receptor_receptors_gproteincoupled_gp...
41,2014-08-01,"gabaar, benzamidine, homopentamer, typea, gabaars",1,41_receptor_receptors_gproteincoupled_gp...
41,2014-09-01,"gpr40, tak875, agonist, orally, allosteric",1,41_receptor_receptors_gproteincoupled_gp...
41,2014-10-01,"kainate, glutamate, desensitization, receptor, ligandbinding",1,41_receptor_receptors_gproteincoupled_gp...
41,2015-04-01,"p2y1r, adipor2, adipor1, adiponectin, receptors",2,41_receptor_receptors_gproteincoupled_gp...
41,2015-08-01,"gpcrs, allosteric, gproteincoupled, receptors, activation",2,41_receptor_receptors_gproteincoupled_gp...
41,2015-10-01,"glycine, strychnine, glyr, glycineivermectin, antagonist",2,41_receptor_receptors_gproteincoupled_gp...
41,2015-11-01,"gpr68, allosteric, lorazepam, gpr65, modulators",1,41_receptor_receptors_gproteincoupled_gp...
41,2016-02-01,"agonists, nmr, subscript1subscriptadrenergic, 1adrenergic, conformational",1,41_receptor_receptors_gproteincoupled_gp...
41,2016-03-01,"m4, muscarinic, allosteric, m1, receptors",1,41_receptor_receptors_gproteincoupled_gp...
41,2016-04-01,"receptor, transmembrane, ligandbinding, subscript1subscript, cupinlike",1,41_receptor_receptors_gproteincoupled_gp...
41,2016-05-01,"gproteincoupled, glucagon, receptor, adenosine, antagonist",2,41_receptor_receptors_gproteincoupled_gp...
41,2016-06-01,"atd, nmda, ifenprodil, lbd, receptors",1,41_receptor_receptors_gproteincoupled_gp...
41,2016-07-01,"gproteincoupled, receptor, nanobodies, allosteric, 2adrenergic",3,41_receptor_receptors_gproteincoupled_gp...
41,2016-08-01,"glua2, ampa, adenosine, receptortarp, tarps",3,41_receptor_receptors_gproteincoupled_gp...
41,2016-09-01,"endothelin, endothelin1, receptor, kainate, desensitization",2,41_receptor_receptors_gproteincoupled_gp...
41,2016-10-01,"p2x, aporesting, receptor, receptors, structures",2,41_receptor_receptors_gproteincoupled_gp...
41,2016-12-01,"chemokine, ccr9, receptors, allosteric, receptor",5,41_receptor_receptors_gproteincoupled_gp...
41,2017-04-01,"at2r, at1r, activelike, angiotensin, receptors",3,41_receptor_receptors_gproteincoupled_gp...
41,2017-05-01,"barcode, receptors, proteaseactivated, gpcrs, selectivity",2,41_receptor_receptors_gproteincoupled_gp...
41,2017-06-01,"glp1, receptor, peptide, gproteincoupled, fulllength",7,41_receptor_receptors_gproteincoupled_gp...
41,2017-07-01,"tm6, 2args, receptor, cannabinoid, gs",2,41_receptor_receptors_gproteincoupled_gp...
41,2017-08-01,"lysophosphatidic, lpasubscript6subscript, subscript2subscriptar, allosteric, pocket",2,41_receptor_receptors_gproteincoupled_gp...
41,2017-09-01,"ampa, glutamate, receptors, ionotropic, channel",1,41_receptor_receptors_gproteincoupled_gp...
41,2017-10-01,"receptorg, spots, singlemolecule, hot, receptors",1,41_receptor_receptors_gproteincoupled_gp...
41,2018-01-01,"glucagon, nnc1702, analogue, receptor, fulllength",1,41_receptor_receptors_gproteincoupled_gp...
41,2018-03-01,"biased, exendinp5, receptorgs, glp1r, glucagonlike",1,41_receptor_receptors_gproteincoupled_gp...
41,2018-04-01,"y1r, npy, receptor, nmda, mk801",3,41_receptor_receptors_gproteincoupled_gp...
41,2018-05-01,"arrestin, avenues, gproteincoupled, opening, mechanisms",1,41_receptor_receptors_gproteincoupled_gp...
41,2018-06-01,"a1r, gpcrs, receptor, gs, heterotrimeric",3,41_receptor_receptors_gproteincoupled_gp...
41,2018-07-01,"ptdins45p2, gpcrs, gabaa, receptor, receptors",4,41_receptor_receptors_gproteincoupled_gp...
41,2018-08-01,"fzds, frizzled, fzd4, kinks, ligandfree",1,41_receptor_receptors_gproteincoupled_gp...
41,2018-09-01,"cgrp, clr, ramp1, receptor, activitymodifying",1,41_receptor_receptors_gproteincoupled_gp...
41,2018-11-01,"serotoninbound, tmd, icd, ecd, permeation",1,41_receptor_receptors_gproteincoupled_gp...
41,2019-01-01,"gabaa, receptor, pharmacology, receptors, gabasubscriptasubscript",3,41_receptor_receptors_gproteincoupled_gp...
41,2019-02-01,"7transmembrane, cysteinerich, metabotropic, glutamate, flytraps",2,41_receptor_receptors_gproteincoupled_gp...
41,2019-03-01,"kctd, gabab, kctds, girk, desensitization",1,41_receptor_receptors_gproteincoupled_gp...
41,2019-05-01,"mt2, melatonin, mt1, 2pmt, receptor",1,41_receptor_receptors_gproteincoupled_gp...
41,2019-08-01,"ntsr1, conformations, neurotensin, nucleotidebinding, receptor",1,41_receptor_receptors_gproteincoupled_gp...
41,2019-10-01,"sucnr1, succinate, antagonist, speciesselective, receptor",1,41_receptor_receptors_gproteincoupled_gp...
41,2019-11-01,"bilobalide, gabars, biloba, concise, syndrome5",1,41_receptor_receptors_gproteincoupled_gp...
41,2020-01-01,"ttoad2, transmembrane, nonpeptide, glp1, outward",1,41_receptor_receptors_gproteincoupled_gp...
41,2020-03-01,"gpr52, gs, orphan, selfactivation, receptor",2,41_receptor_receptors_gproteincoupled_gp...
41,2020-08-01,"gabab, transmembrane, receptor, drd2, heterodimer",4,41_receptor_receptors_gproteincoupled_gp...
41,2020-09-01,"cxcr2, gabaa, anaesthetics, chemokine, receptors",2,41_receptor_receptors_gproteincoupled_gp...
41,2020-10-01,"headache, cgrp, migraine, antagonists, smallmolecule",1,41_receptor_receptors_gproteincoupled_gp...
41,2020-11-01,"gpcr, isoforms, bile, gpbar, gproteincoupled",3,41_receptor_receptors_gproteincoupled_gp...
41,2021-01-01,"gpcrs, ste2, gpcr, gpr97, adhesion",2,41_receptor_receptors_gproteincoupled_gp...
41,2021-03-01,"glyt1, reuptake, glycine, inhibition, inhibitor",1,41_receptor_receptors_gproteincoupled_gp...
41,2021-04-01,"5ht, 5ht1e, 5ht1a, 5ht1d, receptors",1,41_receptor_receptors_gproteincoupled_gp...
41,2021-06-01,"mglu2, receptor, mglus, mglu7, cnih2",4,41_receptor_receptors_gproteincoupled_gp...
41,2021-07-01,"glud1, receptors, postsynaptic, ionotropic, glutamate",2,41_receptor_receptors_gproteincoupled_gp...
41,2021-08-01,"ketamine, sketamine, nmda, receptors, pocket",1,41_receptor_receptors_gproteincoupled_gp...
41,2021-09-01,"analgesic, a1r, mips521, adenosine, allosteric",1,41_receptor_receptors_gproteincoupled_gp...
41,2021-10-01,"chorionic, luteinizing, gonadotropin, hormone, org43553",1,41_receptor_receptors_gproteincoupled_gp...
41,2021-11-01,"neto2, glyrs, kainate, receptors, stoichiometry",2,41_receptor_receptors_gproteincoupled_gp...
41,2021-12-01,"mrgprx2, itch, receptor, gq, mrgprx4",3,41_receptor_receptors_gproteincoupled_gp...
41,2022-02-01,"extrasynaptic, zn2, receptors, tonic, gabaa",1,41_receptor_receptors_gproteincoupled_gp...
41,2022-03-01,"ste2, h7, h6, gpcrs, agonist",1,41_receptor_receptors_gproteincoupled_gp...
41,2022-04-01,"agpcrs, stachel, tethered, agpcr, receptors",6,41_receptor_receptors_gproteincoupled_gp...
41,2022-06-01,"gat1, gaba, tiagabine, neurotransmitter, inwardopen",1,41_receptor_receptors_gproteincoupled_gp...
41,2022-12-01,"dreadd, chemogenetic, dreadds, designer, hm3dq",1,41_receptor_receptors_gproteincoupled_gp...
41,2023-01-01,"bitopic, fentanyl, ionbinding, guano, c6",1,41_receptor_receptors_gproteincoupled_gp...
42,2007-05-01,"epigenetics, epigene, podcast, epigeneticists, portrayed",1,42_podcast_thompson_hear_benjamin
42,2008-11-01,"compactdisc, sneezy, bioassays, sitting, home",1,42_podcast_thompson_hear_benjamin
42,2008-12-01,"malow, comedian, performer, comedy, funny",1,42_podcast_thompson_hear_benjamin
42,2012-12-01,"holiday, subscribe, discount, subscription, season",1,42_podcast_thompson_hear_benjamin
42,2013-04-01,"podcast, credit, charts, landmark, discoveries",1,42_podcast_thompson_hear_benjamin
42,2015-03-01,"audiofile, chord, podcast, episode, inspires",1,42_podcast_thompson_hear_benjamin
42,2015-06-01,"weekly, podcast, audio, roundup, marssized",2,42_podcast_thompson_hear_benjamin
42,2015-07-01,"podcast, weekly, audio, roundup, natures",3,42_podcast_thompson_hear_benjamin
42,2017-01-01,"podcast, 2017, hear, january, stories",4,42_podcast_thompson_hear_benjamin
42,2017-02-01,"podcast, hear, stories, february, biggest",4,42_podcast_thompson_hear_benjamin
42,2017-03-01,"podcast, hear, stories, biggest, 2017",5,42_podcast_thompson_hear_benjamin
42,2017-04-01,"podcast, hear, 2017, stories, april",3,42_podcast_thompson_hear_benjamin
42,2017-05-01,"podcast, hear, stories, biggest, 2017",4,42_podcast_thompson_hear_benjamin
42,2017-06-01,"podcast, june, hear, 2017, stories",4,42_podcast_thompson_hear_benjamin
42,2017-07-01,"podcast, hear, stories, july, biggest",4,42_podcast_thompson_hear_benjamin
42,2017-08-01,"podcast, hear, stories, august, biggest",3,42_podcast_thompson_hear_benjamin
42,2017-09-01,"podcast, hear, stories, september, biggest",3,42_podcast_thompson_hear_benjamin
42,2017-10-01,"podcast, october, hear, stories, 2017",5,42_podcast_thompson_hear_benjamin
42,2017-11-01,"podcast, hear, stories, november, biggest",5,42_podcast_thompson_hear_benjamin
42,2017-12-01,"podcast, hear, 2017, stories, december",4,42_podcast_thompson_hear_benjamin
42,2018-02-01,"adolescence, epidsode, podcast, thompson, levy",1,42_podcast_thompson_hear_benjamin
42,2018-05-01,"podcast, listen, thompson, bundell, shamini",3,42_podcast_thompson_hear_benjamin
42,2018-06-01,"podcast, bundell, shamini, listen, thompson",4,42_podcast_thompson_hear_benjamin
42,2018-07-01,"podcast, thompson, benjamin, levy, adam",4,42_podcast_thompson_hear_benjamin
42,2018-08-01,"podcast, levy, adam, thompson, benjamin",5,42_podcast_thompson_hear_benjamin
42,2018-09-01,"podcast, levy, adam, shamini, bundell",4,42_podcast_thompson_hear_benjamin
42,2018-10-01,"podcast, bundell, shamini, latest, thompson",3,42_podcast_thompson_hear_benjamin
42,2018-11-01,"podcast, thompson, benjamin, shamini, bundell",4,42_podcast_thompson_hear_benjamin
42,2018-12-01,"podcast, thompson, benjamin, bundell, shamini",5,42_podcast_thompson_hear_benjamin
42,2019-01-01,"podcast, thompson, benjamin, latest, noah",5,42_podcast_thompson_hear_benjamin
42,2019-02-01,"podcast, thompson, benjamin, bundell, shamini",4,42_podcast_thompson_hear_benjamin
42,2019-03-01,"podcast, thompson, benjamin, howe, nick",4,42_podcast_thompson_hear_benjamin
42,2019-04-01,"podcast, thompson, benjamin, hear, brought",5,42_podcast_thompson_hear_benjamin
42,2019-05-01,"podcast, bundell, shamini, thompson, benjamin",5,42_podcast_thompson_hear_benjamin
42,2019-06-01,"podcast, thompson, shamini, bundell, howe",3,42_podcast_thompson_hear_benjamin
42,2019-07-01,"podcast, howe, nick, shamini, bundell",5,42_podcast_thompson_hear_benjamin
42,2019-08-01,"podcast, thompson, benjamin, listen, bundell",4,42_podcast_thompson_hear_benjamin
42,2019-09-01,"podcast, thompson, benjamin, hear, latest",5,42_podcast_thompson_hear_benjamin
42,2019-10-01,"podcast, thompson, bundell, shamini, benjamin",5,42_podcast_thompson_hear_benjamin
42,2019-11-01,"podcast, thompson, benjamin, bundell, shamini",5,42_podcast_thompson_hear_benjamin
42,2019-12-01,"podcast, thompson, howe, benjamin, nick",5,42_podcast_thompson_hear_benjamin
42,2020-01-01,"podcast, thompson, howe, benjamin, nick",5,42_podcast_thompson_hear_benjamin
42,2020-02-01,"podcast, howe, nick, thompson, benjamin",3,42_podcast_thompson_hear_benjamin
42,2020-03-01,"podcast, howe, nick, thompson, shamini",4,42_podcast_thompson_hear_benjamin
42,2020-04-01,"podcast, bundell, shamini, howe, nick",3,42_podcast_thompson_hear_benjamin
42,2020-05-01,"podcast, howe, shamini, bundell, nick",3,42_podcast_thompson_hear_benjamin
42,2020-06-01,"podcast, howe, shamini, bundell, nick",2,42_podcast_thompson_hear_benjamin
42,2020-12-01,"podcast, favourite, stories, select, proposal",2,42_podcast_thompson_hear_benjamin
42,2021-09-01,"podcast, fourpart, follows, launch, starting",1,42_podcast_thompson_hear_benjamin
42,2021-12-01,"podcast, holiday, favourite, songs, stories",2,42_podcast_thompson_hear_benjamin
42,2022-12-01,"podcast, manswer, festive, wormhole, sessions",2,42_podcast_thompson_hear_benjamin
44,2005-09-01,"space, peplow, spaceshipone, spacedev, flight",3,44_space_rocket_station_nasa
44,2005-11-01,"cadets, boeing, antigravity, officers, pad",3,44_space_rocket_station_nasa
44,2005-12-01,"space, commercial, boarding, newcomer, puts",5,44_space_rocket_station_nasa
44,2006-02-01,"recordbreaking, aviator, globalflyer, flight, circling",3,44_space_rocket_station_nasa
44,2006-03-01,"launcher, plucky, maiden, falcon, rockets",2,44_space_rocket_station_nasa
44,2006-04-01,"revises, spy, wants, military, satellites",1,44_space_rocket_station_nasa
44,2006-05-01,"homemade, free, ride, satellites, business",1,44_space_rocket_station_nasa
44,2006-06-01,"boldly, tanks, troublesome, shuttle, deemed",2,44_space_rocket_station_nasa
44,2006-07-01,"punts, motel, millionaire, roach, hotel",2,44_space_rocket_station_nasa
44,2006-08-01,"checkup, hotel, inflated, diverted, axe",2,44_space_rocket_station_nasa
