Topic,Timestamp,Words,Frequency
60,2012,"ocean, index, score, oceans, deepsea",13
60,2013,"ocean, marine, sea, vessel, ship",12
60,2014,"deepsea, ocean, dive, seas, sea",10
60,2015,"marine, ocean, sea, ove, hoeghguldberg",9
60,2016,"seas, fanny, douvere, breadcrumbs, oceanobserving",5
60,2017,"hunleys, allege, torpedo, instantly, oceanographic",2
60,2018,"seas, ocean, treaty, oceans, safeguard",8
60,2019,"ocean, dive, boris, seas, attackplagued",7
60,2020,"marine, ocean, oceans, sustainable, rebuilding",11
60,2021,"economy, blue, equitable, sustainable, ocean",5
60,2022,"ocean, sears, oceanmapping, ship, editor",8
61,2005,"tots, bacon, dolphins, abandoned, kevin",2
61,2006,"whales, whale, sonar, dolphins, quits",9
61,2007,"whales, whale, minke, seals, killed",10
61,2008,"whales, whale, sharks, sonar, endangered",15
61,2009,"eavesdrops, whales, cetacean, underwater, glider",4
61,2010,"whale, whales, hunting, sedation, antipodean",5
61,2011,"shark, whales, gnawing, campana, refreshing",3
61,2012,"whales, whale, shark, rorqual, lunge",12
61,2013,"callum, whip, hooks, sharkcull, baited",4
61,2014,"whales, seals, ship, deepdiving, ecotourism",4
61,2015,"deterrents, orcapatterned, sharkfriendly, wetsuits, tallied",3
61,2016,"whales, shoal, shark, whale, estess",4
61,2017,"whales, whale, marine, sharks, shark",15
61,2018,"whales, whale, shark, marine, exhaling",10
61,2019,"whales, whale, sharks, whos, whaling",8
61,2020,"whales, whale, sharks, shark, marine",9
61,2021,"whales, shark, whale, whaling, bioluminescent",8
61,2022,"whales, whale, shark, sharks, megalodon",10
62,2005,"proton, ionizable, channels, pka, channel",2
62,2006,"channel, channels, crac, ca2, orai1",12
62,2007,"vsd, channel, channels, voltagesensing, voltage",7
62,2008,"ca2, channel, channels, nscate, ano1",11
62,2009,"channel, ion, insp3, ligandgated, channels",9
62,2010,"channel, channels, slac1, bk, calmodulin",8
62,2011,"channel, channels, selectivity, voltagegated, ion",7
62,2012,"channel, ion, gating, channels, pore",12
62,2013,"channel, channels, trpv1, trkh, girk",9
62,2014,"ca2, channel, channels, selectivity, pore",4
62,2015,"channel, channels, ion, gating, ryrs",9
62,2016,"channel, channels, ca2, twopore, voltagegated",7
62,2017,"channel, channels, ca2, slo1, gating",14
62,2018,"channel, channels, gating, twopore, trpm2",7
62,2019,"ryr2, channel, channels, ca2cam, pore",5
62,2020,"channel, channels, gating, nalcn, pore",7
62,2021,"ziconotide, channels, channel, kv42, dpp6s",3
62,2022,"best2, gs, glutamate, bestrophin2, best2gs",2
63,2005,"beaches, canyon, floods, river, return",1
63,2006,"dams, dam, water, drought, chinesebuilt",7
63,2007,"myths, burning, ball, philip, water",1
63,2008,"water, schiermeier, quirin, rivers, watertreatment",7
63,2009,"groundwater, india, water, depletion, haryana",2
63,2010,"water, river, security, threats, rivers",13
63,2011,"dam, mekong, drought, hydroelectric, dams",9
63,2012,"drought, groundwater, aquifers, water, footprint",10
63,2013,"groundwater, drought, reserves, offshore, droughts",6
63,2014,"water, river, groundwater, rivers, scarcity",13
63,2015,"drought, water, california, groundwater, rivers",10
63,2016,"governance, janku, water, nationbuilding, yangtze",3
63,2017,"groundwater, drought, recovery, murraydarling, emptying",4
63,2018,"river, water, groundwater, rivers, drought",11
63,2019,"groundwater, rivers, recharge, river, water",16
63,2020,"rivers, water, towers, dam, barriers",6
63,2021,"rivers, groundwater, streams, nonperennial, water",9
63,2022,"water, drought, groundwater, mesopotamia, fastdeveloping",4
64,2005,"microbial, plankton, oceanography, microorganisms, inexplicable",4
64,2006,"microbes, symbionts, gilna, excretory, methanogen",7
64,2007,"verrucomicrobia, methane, oxidation, isolates, phylum",5
64,2008,"marine, microbial, archaea, subsurface, diatom",16
64,2009,"marine, microbial, sulphidic, oceans, waters",10
64,2010,"marine, cazymes, microbes, cyanobacterium, bacteria",11
64,2011,"symbionts, hydrothermal, vent, hydrogen, symbioses",5
64,2012,"anme, aom, archaea, sulphur, methanotrophic",9
64,2013,"anaerobic, sediments, anoxic, archaea, marine",8
64,2014,"entotheonella, talented, phylum, tectomicrobia, theonella",5
64,2015,"nitrification, cyanate, consortia, archaea, nitrospira",10
64,2016,"anaerobic, butane, sar11, archaea, oxidation",8
64,2017,"inopinata, ammonia, oligotrophic, nitrification, nitrifiers",2
64,2018,"dmsop, hemimastigophora, dmsp, marine, suprakingdomlevel",3
64,2019,"ethane, glycolate, bhac, glyoxylate, marine",5
64,2020,"manganese, oxidation, mnii, microorganisms, crust",5
64,2021,"pili, n2fixing, pilan, neptuna, pilanc",5
64,2022,"archaea, ch4, microbial, marine, methane",13
64,2023,"microorganism, asgard, archaea, ancestors, grown",1
65,2005,"animalrights, activists, animal, compromise, violence",7
65,2006,"animal, oxford, animals, nuanced, animalresearch",12
65,2007,"animalrights, activists, equating, criticises, unwise",3
65,2008,"animal, dumbed, vivisectionists, animalrights, polemic",6
65,2009,"animal, animalresearch, testing, animals, legislation",12
65,2010,"animal, animals, activists, bisphenol, animalrights",15
65,2011,"animal, animalhuman, animals, experimentation, tv",14
65,2012,"animal, reporting, italian, rehousing, dogbreeding",9
65,2013,"animal, animalrights, animalwelfare, animals, activists",10
65,2014,"animal, animalrights, activists, pledge, animalresearch",12
65,2015,"animal, animals, experiments, labdog, carefullyreported",8
65,2016,"animal, flaws, toxicity, animalresearch, madness",6
65,2017,"humanely, animals, wrongreference, kill, cruelty",3
65,2018,"vaccinesafety, safety, donation, beats, animal",2
65,2019,"animal, organsonachip, registries, documenting, betting",3
65,2020,"mammalogy, animalbehaviour, uncompensated, animalresearch, placements",3
65,2021,"substitutes, assistance, pushing, campus, animal",2
65,2022,"animal, overlooked, brainstorming, animals, variable",5
66,2005,"leafs, judges, attentiongrabbing, antiinsect, armoury",2
66,2006,"images, natures, jewellike, planetscapes, bewitching",2
66,2007,"images, gallery, pictures, tireless, 2007",2
66,2008,"gallery, ike, choir, yarn, oscar",3
66,2009,"facelift, naturejobs, scene, print, gets",1
66,2010,"gribbin, shoulders, celebrating, essays, 350",1
66,2011,"wildlife, photographer, entries, favourite, photos",1
66,2012,"photo, wildlifephotography, sunbursts, natures, 2012s",3
66,2013,"natures, galilei, rub, photo, sharpest",2
66,2014,"month, pictures, natures, selected, art",9
66,2015,"sharpest, natures, shots, art, team",4
66,2016,"sharpest, photo, shots, natures, selected",8
66,2017,"photo, sharpest, shots, natures, selected",16
66,2018,"photo, sharpest, shots, selected, natures",18
66,2019,"photo, sharpest, shots, natures, selected",17
66,2020,"photo, sharpest, shots, selected, natures",8
66,2021,"photo, sharpest, natures, shots, selected",15
66,2022,"photo, natures, sharpest, shots, selected",20
67,2005,"flag, alzheimers, show, diagnosis, symptoms",1
67,2006,"alzheimers, amyloid, disease, memory, dementia",6
67,2007,"anaesthetic, alzheimers, widelyused, diagnose, adds",3
67,2008,"alzheimers, plaques, disease, mousebrain, amyloid",6
67,2009,"alzheimers, neurodegenerative, disease, dementia, presynaptic",5
67,2010,"amyloid, sap, deposits, alzheimers, antisap",1
67,2011,"alzheimers, ephb2, disease, amyloid, biomarkers",17
67,2012,"alzheimers, app, cognitive, amyloid, disease",8
67,2013,"alzheimers, sv2a, apoe4, fyn, disease",5
67,2014,"alzheimers, disease, d3, phospholipase, risk",6
67,2015,"alzheimers, growthhormone, glimmers, cadavers, autopsies",2
67,2016,"alzheimers, aducanumab, gamma, amyloid, disease",14
67,2017,"alzheimers, dementia, brains, disease, mcdade",5
67,2018,"alzheimers, dementia, disease, amyloid, gencdnas",20
67,2019,"alzheimers, bathe, proteinslaying, proteindisposal, lowerrisk",6
67,2020,"alzheimers, delirium, dementia, bloodbrain, cognitive",4
67,2021,"alzheimers, approval, biogens, confounds, aducanumab",4
67,2022,"alzheimers, amyloid, medin, disease, brain",18
68,2005,"comet, rosetta, impact, dustball, iceball",2
68,2006,"comet, stardust, chasers, dust, examine",4
68,2007,"comet, sun, starspotters, bright, speck",5
68,2009,"comet, realignment, 13000, fringe, extraterrestrial",3
68,2010,"asteroid, p2010, comet, a2, tail",11
68,2011,"comet, comets, 103phartley, vesta, dh",5
68,2012,"vesta, comet, weathering, regolith, asteroid",6
68,2013,"comet, vestas, vesta, planetscale, diogenites",5
68,2014,"comet, rosetta, asteroid, philae, ceres",22
68,2015,"comet, 67pchuryumovgerasimenko, rosetta, ceres, philae",28
68,2016,"comet, 67pchuryumovgerasimenko, rosetta, ceres, dust",14
68,2017,"comets, comet, mainbelt, asteroid, binary",6
68,2018,"comet, nongravitational, oumuamua, cometary, comets",5
68,2019,"2iborisov, comet, interstellar, shorttailed, secondever",2
68,2020,"comet, cometary, philae, 67pchuryumovgerasimenko, dust",6
68,2021,"comet, nickel, comets, iron, coma",4
68,2022,"comet, interceptor, livingstone, parked, ambush",3
69,2005,"physicist, strove, hermann, santa, fe",7
69,2006,"dalitz, physicist, argonne, physics, weerts",4
69,2007,"physicist, urry, meg, weizmann, physics",9
69,2008,"physicist, physics, turok, wyoming, lamb",10
69,2009,"physicist, physics, austria, dean, harvard",6
69,2010,"physicist, physics, biography, penzias, crease",8
69,2011,"physicist, clerk, physics, feynmans, 1861",11
69,2012,"physics, frayn, physicist, feynman, nonfiction",6
69,2013,"physics, crease, physicists, einstein, robert",9
69,2014,"zwicker, physicistturnededucator, ashvin, vishwanath, physicist",5
69,2015,"physics, einstein, physicist, renn, wthrich",11
69,2016,"physics, papadopoulos, crease, farmelo, graham",7
69,2017,"physics, crease, physicist, applauds, robert",6
69,2018,"physicist, physicists, crease, enjoys, einstein",9
69,2019,"physicist, gellmann, physics, finkbeiner, murray",8
69,2020,"19232020, einstein, gordins, physicist, physics",5
69,2021,"19332021, 1921, pages, physicist, foteva",6
69,2022,"19262022, mottelson, telegraph, prizewinner, einsteins",2
70,2005,"postdoc, playing, advancement, ponders, exception",2
70,2006,"postdoc, postdocs, menu, tax, doublechecking",5
70,2007,"postdoc, postdocs, offices, flightorfight, beginners",7
70,2008,"postdoc, postdocs, competencies, interview, postdoctoral",12
70,2009,"postdoc, postdocs, keepers, salaries, im",11
70,2010,"postdoc, postdocs, postdoctoral, canadian, stipend",15
70,2011,"postdoc, postdocs, breimer, career, industry",12
70,2012,"postdoc, postdocs, postdoctoral, stipend, unions",9
70,2013,"postdoc, postdocs, pay, granteligibility, entrylevel",5
70,2014,"postdocs, postdoc, academia, discloses, ballooned",4
70,2015,"postdocs, postdoc, postdoctoral, career, staffscientist",9
70,2016,"postdocs, postdoc, postdoctoral, pay, overtime",8
70,2017,"postdoc, postdocs, salary, morre, klabunde",3
70,2018,"postdoctoral, postdocs, postdoc, sharrock, york",4
70,2019,"postdocs, postdoc, salaries, postdoctoral, pay",5
70,2020,"postdoc, postdocs, postdoctoral, gould, julie",10
70,2021,"postdocs, professional, academicresearch, postdoc, career",2
70,2022,"postdocs, postdoc, postdoctoral, struggling, anguish",4
71,2005,"antibiotic, superbugs, agents, ramp, ramps",2
71,2006,"superbugs, antibiotics, antibiotic, drugresistant, kill",8
71,2007,"antibiotics, mrsa, arsenal, combos, antimrsa",6
71,2009,"penicillin, fab, drugdiscovery, mould, antibiotics",1
71,2010,"sketched, superbug, mrsa, nextgeneration, tracking",1
71,2011,"antibiotics, antibiotic, resistance, persister, aminoglycosides",7
71,2012,"antibiotics, antibiotic, mrsa, superbugs, drugresistant",10
71,2013,"antibiotic, antibiotics, resistance, mrsa, bacteria",11
71,2014,"antibiotic, resistance, antibiotics, drugresistant, bacteria",17
71,2015,"antibiotic, aureus, antibiotics, antibodyantibiotic, mrsa",9
71,2016,"antibiotic, antibiotics, resistance, antibioticresistance, aureus",6
71,2017,"antibiotic, antibiotics, drugresistant, resistance, bacteria",9
71,2018,"antibiotics, antibiotic, persister, resistance, mrsa",8
71,2019,"antibiotic, drugresistant, antibiotics, resistance, antimicrobial",6
71,2020,"antimicrobial, antibiotics, antibiotic, resistance, drugresistant",11
71,2021,"antibiotic, hospital, hygromycin, foes, microbes",4
71,2022,"antibiotics, antibiotic, resistance, hedgehogs, antimicrobial",7
72,2006,"superconductivity, massaged, vibes, crystallizes, superconductor",5
72,2007,"superconductivity, superconductors, gweon, hightemperature, oxygenisotope",6
72,2008,"superconductivity, superconductor, superconductors, ironbased, copper",11
72,2009,"pnictide, twodecade, charms, pnictides, ironbased",2
72,2010,"pseudogap, superconductor, superconductivity, stripes, hightemperature",12
72,2011,"copper, superconductivity, stripes, superconductors, hourglass",7
72,2012,"chalcogenides, nematicity, superconductivity, ironbased, superconductor",5
72,2013,"superconductivity, pseudogap, superconductor, superconductors, ising",6
72,2014,"underdoped, superconductivity, na, copper, nodal",4
72,2015,"superconductivity, chargedensitywave, quenched, 203, copper",8
72,2016,"overdoped, superconducting, superconductivity, copper, pseudogap",6
72,2017,"dysprosocenium, axialgravitational, superconductors, nematicity, semimetal",5
72,2018,"outofplane, charge, excitations, hightemperature, copper",4
72,2019,"superconductivity, pseudogap, superconductors, copper, superconductor",17
72,2020,"superconductivity, pdw, superconductors, superconductor, roomtemperature",6
72,2021,"superconductivity, planckian, spintriplet, linearintemperature, resistivity",4
72,2022,"superconductivity, superconductors, cdw, superconductor, nematicity",13
73,2005,"fish, stocks, delicacies, goldfish, carping",3
73,2006,"fish, fisheries, horsetrading, latematuring, kibosh",6
73,2007,"salmon, fish, 19522007, trawlers, ransom",4
73,2008,"fish, fisheries, fishing, stocks, salmon",12
73,2009,"fish, fisheries, aquaculture, kalikoski, pramod",6
73,2010,"fisheries, fishing, tuna, fish, marine",14
73,2011,"fisheries, fish, comanagement, predators, fishing",11
73,2012,"fisheries, trawling, fish, floor, fishing",6
73,2013,"fisheries, fish, fishing, trawling, overfishing",13
73,2014,"aggregating, unsustainable, fisheries, beginning, assess",1
73,2015,"sustainability, castoff, waste, ning, nitrogenrich",3
73,2016,"fish, 528, fishing, catch, hossenfelder",4
73,2017,"fish, fisheries, fishing, catch, race",5
73,2018,"salmonhurling, sockeye, bluefin, discarded, tuna",2
73,2019,"fisheries, fish, fishing, nutrient, sharks",6
73,2020,"fisheries, aess, crime, sharks, fishing",6
73,2021,"foods, aquaculture, aquatic, fish, fisheries",8
73,2022,"fishing, fish, tuna, fisheries, nofishing",10
74,2005,"transporters, sodiumcoupled, intimate, communicate, neurotransmitter",1
74,2006,"multidrug, transporter, transporters, abc, efflux",4
74,2007,"transporter, leukotriene, transporters, abc, aspartate",4
74,2009,"urea, transporters, transporter, sodiumcoupled, gltph",6
74,2010,"transporter, multidrug, transporters, conformation, mate",8
74,2011,"transporter, ost, efflux, structure, glycosylation",9
74,2012,"transporter, glut14, emre, transporters, crystal",11
74,2013,"transporter, crystal, transporters, diacylglycerol, cellulose",14
74,2014,"glut1, transporter, transporters, acyl, barrel",9
74,2015,"transporter, glut5, transporters, flipping, transport",11
74,2016,"abcg5abcg8, yddg, dmt, transporter, sterol",2
74,2017,"transporter, msba, transporters, abcg2, slc1",7
74,2018,"mboats, transporter, abcg2, msba, abc",4
74,2019,"acly, lipopolysaccharide, transporter, lat1, transport",7
74,2020,"dgat1, acat1, mboat, pfht1, acylcoenzyme",5
74,2021,"nact, glutamate, transporters, pcft, antifolate",3
74,2022,"atgl, transporter, fahfa, glucose, transporters",9
74,2023,"undp, c55p, duf368containing, deda, undecaprenyl",2
75,2005,"olympus, endoscope, swallow, capsule, unveils",1
75,2006,"nmr, microscope, threedimensional, xrays, nanovision",10
75,2007,"imaging, technique, actual, microscopy, atomic",8
75,2008,"imaging, ph, bicarbonate, diamond, resonance",8
75,2009,"imaging, microscopes, mri, image, dyes",13
75,2010,"leo, nmr, fluorescent, gross, billionhertz",5
75,2011,"fluorescent, nanoscopy, microscopes, imaging, alloptical",4
75,2012,"opaque, imaging, scattering, fluorescent, speckle",5
75,2013,"thermometry, diamond, clarity, intacttissue, nonsectioned",7
75,2014,"nobel, nanoscope, prize, microscopes, superresolution",3
75,2015,"ultrasound, superresolution, imaging, microvasculature, microscopes",8
75,2016,"imaging, pni, resonance, nmr, spectroscopy",4
75,2017,"imaging, dyes, dyelabelled, technique, chip",9
75,2018,"image, imaging, unprecedented, microscope, resonance",7
75,2019,"nmr, imaging, spins, nuclear, resolution",8
75,2020,"ultrasensitive, nanodiamonds, biosensing, diagnostics, fluorescent",3
75,2021,"imaging, em, microscopy, resolution, volume",10
75,2022,"subcellular, er, voltages, organelles, organization",3
76,2006,"ribosome, eef3, tf, riboswitch, esite",5
76,2007,"eif4b, wynshawboris, translation, obeyed, 274275",2
76,2008,"ribosome, translation, 30s, initiation, ribosomal",8
76,2009,"ribosome, translation, ribosomes, mrna, fmn",8
76,2010,"ribosome, trna, mrna, translation, ribosomes",8
76,2011,"ribosome, nonsense, codons, translation, polyamines",6
76,2012,"ribosome, abce1, fluoride, recycling, riboswitch",8
76,2013,"ribosome, ribosomal, trna, tbox, ribosomes",8
76,2014,"ribosome, translation, ribosomal, rna, ribosomes",10
76,2015,"ribosome, ribosomes, translation, ribosomal, eif3",13
76,2016,"ribosome, translation, sectrnasec, selb, eif3d",9
76,2017,"rf2, ribosome, arfa, eftu, ribosomes",7
76,2018,"ribosomes, ribosome, orthogonal, translation, ded1p",7
76,2019,"initiation, 70s, elongationcompetent, eif5b, translation",2
76,2020,"ac4c, trna, ribosomes, ribosome, proofreading",4
76,2021,"ribosome, translocation, eef2, trna, mrna",3
76,2022,"ribosome, translation, ribosomes, ribosomal, proteostasis",7
77,2005,"sheep, heal, hearts, attacks, heart",1
77,2006,"heart, totted, malfunctions, hearts, valves",4
77,2007,"cardiac, heart, t4, acsdkp, epicardial",3
77,2008,"cardiac, heart, progenitor, cardiomyocytes, cardiomyocyte",8
77,2009,"heart, tbx5, cardiac, ventricle, cardiomyocytes",6
77,2010,"redevelopment, mends, heart, jab, cardiomyocyte",3
77,2011,"heart, cardiac, cardiomyocytes, hearts, progenitor",9
77,2012,"cardiac, heart, cardiomyocytes, cardiomyocytelike, fibroblasts",10
77,2013,"cardiac, heart, cardiomyocytes, ventricular, hearts",8
77,2014,"cardiac, heart, cardiomyocytes, ckit, fibroblasts",8
77,2015,"fstl1, epicardial, myocardial, heart, infarction",5
77,2016,"hearts, cardiomyocytes, cardiac, heart, regenerating",4
77,2017,"heart, cardiomyocyte, hearts, agrin, cardiac",6
77,2018,"trabeculation, cardiac, heart, trabecular, cardiomyocytes",7
77,2019,"cardiac, heart, ipsccms, pdgf, dcm",6
77,2020,"cardiac, heart, cardiomyocytes, atrial, cardiomyocyte",10
77,2021,"cardiac, heart, mark4, myocardial, hearts",9
77,2022,"cardiac, heart, brm, chd, hearts",5
78,2005,"sufferers, unaffected, autism, deficits, abnormalities",1
78,2006,"dulled, selfreflect, autistics, daydream, autistic",1
78,2007,"autism, autistic, kids, foetal, yawns",5
78,2008,"autism, neurexins, neuroligins, synaptic, synapses",7
78,2009,"autism, asds, celladhesion, asd, disorders",5
78,2010,"autism, asds, asd, spectrum, copy",3
78,2011,"autism, asd, shank3, spectrum, autistic",15
78,2012,"autism, fmrp, autisticlike, spectrum, asd",24
78,2013,"autism, shank3, asd, disorder, topoisomerases",10
78,2014,"autism, auts2, lgd, prc1, prc1auts2",4
78,2015,"autism, ctnnd2, femaleenriched, multifactorial, multiplex",3
78,2016,"autism, ptchd1, sk, autisticlike, asd",7
78,2017,"autism, sociability, cbln1, seizures, ube3a",9
78,2018,"asd, autism, cpeb4, risk, commonvariant",6
78,2019,"shank3, autism, phelanmcdermid, macaques, spectrum",1
78,2020,"tandem, asd, expansions, autism, repeat",2
78,2021,"autism, tr, asd, novo, probands",5
78,2022,"asd, autism, transcriptomic, rnasequencing, cortex",2
79,2005,"membrane, curvature, lipid, proteins, organelles",6
79,2006,"golgi, membrane, kissandrun, fusion, cisterna",7
79,2007,"membrane, fapp2, coat, ehd, retromer",7
79,2008,"dileucine, clathrin, ap2, motifs, membrane",5
79,2009,"membrane, fusion, get3, snares, atlastin",8
79,2010,"endocytosis, membrane, dynamin, gtpase, endocytic",11
79,2011,"dynamin, membrane, casparian, vesicle, ta",9
79,2012,"copii, membrane, vesicles, centralspindlin, snorkelling",6
79,2013,"endocytosis, pi34p2, membrane, kissandrun, clathrinmediated",9
79,2014,"endocytosis, vesicles, membrane, clathrin, synaptic",7
79,2015,"endocytosis, golgi, dynamin, membrane, endophilin",9
79,2016,"membrane, endoplasmic, reticulum, fission, hemifused",6
79,2017,"membrane, hrd1, fusion, tethering, phosphoinositide",6
79,2018,"dynamin, retromer, membrane, bse, gtpase",4
79,2019,"sec61, tom40, channel, sec63, membrane",4
79,2020,"emc, membrane, tmds, pat, emc4",2
79,2021,"barrel, mdm10, sam50, sam37, sam50b",1
79,2022,"multipass, lysosomal, membrane, sec61, lmp",3
80,2006,"supernova, supernovae, reworking, champagne, oddball",3
80,2007,"supernova, explosion, 2006gy, supernovae, sn",4
80,2008,"supernova, explosion, supernovae, explosions, tycho",8
80,2009,"supernova, 2005gl, sn, stellar, explosion",3
80,2010,"supernova, supernovae, stars, explode, explosions",7
80,2011,"supernova, sn, explosions, explosion, supernovae",10
80,2012,"supernovae, supernova, superluminous, ia, echoes",9
80,2013,"supernova, supernovae, explosion, superluminous, pairinstability",9
80,2014,"supernova, explosion, supernovae, sn, nova",13
80,2015,"supernova, nova, ia, explosion, supernovae",9
80,2016,"supernova, supernovae, 60fe, nova, explosion",7
80,2017,"supernova, dwarf, explosion, nova, novae",5
80,2018,"supernova, explosion, shockbreakout, stellar, brilliance",4
80,2019,"supernova, nova, explosion, stellar, star",5
80,2021,"supernova, explosion, explosions, star, white",4
80,2022,"supernova, explosion, nova, white, explosions",10
81,2005,"torc2, fasting, creb, energysensing, glucose",1
81,2006,"bile, adipose, adipocytes, thyroid, obesity",3
81,2007,"insulin, glucose, lxr, adipose, fat",7
81,2008,"fat, adipocyte, obesity, adipocytes, adipose",8
81,2009,"fat, brown, obesity, fasting, prdm16",6
81,2010,"crtc3, catecholamine, adenyl, preadipocytes, zfp423",3
81,2011,"dlpc, ppar, steatosis, insulin, obesity",7
81,2012,"adipose, chrebp, fat, irisin, obesity",9
81,2013,"adipose, fat, lipogenesis, brown, adiporon",9
81,2014,"adipose, hepatic, brown, obesity, fat",9
81,2015,"insulin, obesityassociated, adipose, ir, ageassociated",5
81,2016,"configures, diabetesrelated, fatty, qualities, inflammation",1
81,2017,"eprs, mtorc1s6k1, adipose, fatty, adiposity",6
81,2018,"fat, adipose, adipogenesisregulatory, obesity, insulin",6
81,2019,"fat, bcaa, beige, calsyntenin, adipose",7
81,2020,"adipose, vat, metformin, glucose, fat",7
81,2021,"adipocytes, glycogen, obesity, adipose, il27",4
81,2022,"adipose, fat, obesity, adipocytes, brown",10
81,2023,"clstn3, ld, adipocytes, multilocular, adipose",1
82,2005,"calculation, winner, quest, is, mathematics",1
82,2006,"conjecture, recluse, medal, maths, satotate",4
82,2007,"backus, wolframs, 75yearold, ktheory, godfather",5
82,2008,"maths, twobody, mathematics, nagel, shrines",5
82,2009,"hbert, algorist, kervaire, leonidovich, gromov",3
82,2010,"maths, sims, mathematics, john, mathematician",5
82,2011,"mathematics, mathematician, maths, unplanned, abel",7
82,2012,"mathematics, mathematician, maths, conjecture, descartes",11
82,2013,"mathematics, mathematician, algebra, dyscalculia, proof",6
82,2014,"mathematics, mathematicians, maths, szpiro, equations",7
82,2015,"mathematics, mathematician, mochizuki, proof, shinichi",12
82,2016,"maths, mathematician, mathematics, cybernetics, proof",9
82,2017,"mathematics, mathematician, proof, voevodsky, 19662017",4
82,2018,"mathematics, maths, prize, abel, prodigy",6
82,2019,"manyworlds, mathematics, mathematician, bizarre, maths",5
82,2020,"mathematics, mathematician, maths, prize, abel",6
82,2021,"proof, infinity, mathematics, maths, lszl",3
82,2022,"mathematician, mathematics, ukrainian, viazovska, maryna",9
83,2007,"josephson, ac, dc, boseeinstein, effects",1
83,2009,"topological, spin, dirac, socalled, backscattering",2
83,2010,"topological, insulators, uturns, fermions, spin",4
83,2011,"spin, topological, hall, magnetic, quasiparticles",3
83,2012,"josephson, cqps, superconducting, topological, superconductors",7
83,2013,"topological, insulator, josephson, andreev, insulators",6
83,2014,"topological, haldane, spintransfer, insulator, insulators",4
83,2015,"weyl, conductance, typeii, semimetals, semimetal",3
83,2016,"topological, quantization, hourglass, charge, nonsymmorphic",8
83,2017,"topological, band, insulators, rashba, materials",6
83,2018,"topological, hall, insulator, conductance, edge",11
83,2019,"topological, hall, magnetic, insulators, chiral",22
83,2020,"topological, magnetic, hall, skyrmions, selfdual",5
83,2021,"topological, hall, fractional, tcis, fermi",13
83,2022,"topological, magnetic, nonhermitian, chern, josephson",13
84,2006,"european, council, eu, fotis, kafatos",6
84,2007,"european, europe, infrastructure, tocchinivalentini, glauco",7
84,2008,"european, executive, marja, georghiou, makarow",5
84,2009,"european, council, eu, europes, research",13
84,2010,"european, commissioner, brussels, research, europes",15
84,2011,"european, programme, 80billion, europe, funding",10
84,2012,"horizon, european, ministers, europe, research",7
84,2013,"european, horizon, thrashed, research, council",11
84,2014,"european, europe, finalizing, seabra, commissioner",4
84,2015,"european, horizon, union, programme, ukraine",5
84,2016,"nowotny, european, helga, council, emerita",4
84,2017,"european, europes, citizenfriendly, moedas, openscience",3
84,2018,"european, 100billion, sevenyear, programme, europes",4
84,2019,"european, mariya, gabriel, union, programme",5
84,2020,"horizon, european, programme, unions, europes",4
84,2021,"100billion, europes, european, horizon, commissioner",4
85,2006,"th17, mhc, foxp3, s1p1, il23",12
85,2007,"foxp3, tr, th17, tcell, nkt",12
85,2008,"th17, ahr, treg, furin, autoimmune",9
85,2009,"tcell, irf4, lowaffinity, ap1, tcr",5
85,2010,"th17, pretcr, pretcell, tgf, ib",7
85,2011,"rort, th17, ror, interleukin17, digoxin",7
85,2012,"foxo1, treg, tcell, foxp3, th17",9
85,2013,"th17, sgk1, autoimmune, salt, differentiation",8
85,2014,"lymph, node, fibroblastic, reticular, microvesicles",5
85,2015,"th17, treg, regulatory, rort, foxp3",8
85,2016,"cxcr5, foxo1, treg, ebi2, follicular",3
85,2017,"il17, rmg, th17, skismad4mediated, epitopespecific",8
85,2018,"thymic, tuft, medullary, epithelial, medulla",1
85,2019,"tcrcd3, th17, cd3, tcr, bcr",4
85,2020,"foxp3, treg, spalmitoylation, th17, usp22",2
85,2021,"morc3, icp0, ifnb1, mre, ifn",1
85,2022,"tlr7, il17, lupus, tcrs, tiptotip",4
85,2023,"thymocyte, doublepositive, stroma, thymic, doublenegative",1
86,2005,"toxinfilled, pipe, anammox, pilcher, sewage",1
86,2006,"waste, plastic, resins, landfills, garbage",3
86,2007,"plastic, posterity, painfully, fuyuno, ichiko",2
86,2008,"plastic, equipment, experimentruining, earthlings, dandruff",4
86,2009,"sails, trim, browning, sell, rough",1
86,2010,"heading, recyclers, plastic, leaching, plastics",3
86,2011,"plastics, degradeable, disintegrate, garbage, blessing",2
86,2012,"waste, trashed, antic, ecodesign, vermeulen",4
86,2013,"waste, plastic, plastics, rochman, perinaz",3
86,2014,"plastic, plastics, 508, waste, 41394148",5
86,2015,"scrubs, microbeads, personalcare, ugly, pollutant",2
86,2016,"plastic, waste, keneghan, plastics, circular",10
86,2017,"plastic, plastics, excrement, waxmoth, fertiliser",6
86,2018,"plastic, plastics, cermet, sickening, metalceramic",5
86,2019,"plastic, tea, bags, plastics, microplastics",9
86,2020,"plastic, waste, microfibres, springtails, wee",5
86,2021,"plastic, plastics, waste, bags, microplastics",11
86,2022,"plastic, plastics, circular, waste, economy",28
87,2005,"vaginally, macaque, cmpd, viruscell, hiv1",2
87,2006,"emerin, cdna, hiv1, radioactive, innernuclearenvelope",2
87,2007,"hiv, carbohydrates, hiv1, antibody, allied",3
87,2008,"vpu, cd317, hiv1, hiv, tetherins",5
