Title,Abstract,Published Date
"Coupled Effects in Quantum Dot Nanostructures with Nonlinear Strain and
  Bridging Modelling Scales","We demonstrate that the conventional application of linear models to the
analysis of optoelectromechanical properties of nanostructures in bandstructure
engineering could be inadequate. The focus of the present paper is on a model
based on the coupled Schrodinger-Poisson system where we account consistently
for the piezoelectric effect and analyze the influence of different nonlinear
terms in strain components. The examples given in this paper show that the
piezoelectric effect contributions are essential and have to be accounted for
with fully coupled models. While in structural applications of piezoelectric
materials at larger scales, the minimization of the full electromechanical
energy is now a routine in many engineering applications, in bandstructure
engineering conventional approaches are still based on linear models with
minimization of uncoupled, purely elastic energy functionals with respect to
displacements. Generalizations of the existing models for bandstructure
calculations are presented in this paper in the context of coupled effects.",2007-02-25T14:45:31Z
"Magnetic field induced Coulomb blockade in small disordered delta-doped
  heterostructures","At low densities, electrons confined to two dimensions in a delta-doped
heterostructure can arrange themselves into self-consistent droplets due to
disorder and screening effects. We use this observation to show that at low
temperatures, there should be resistance oscillations in low density two
dimensional electron gases as a function of the gate voltage, that are greatly
enhanced in a magnetic field. These oscillations are intrinsic to small samples
and give way to variable range hopping resistivity at low temperatures in
larger samples. We place our analysis in the context of recent experiments
where similar physical effects have been discussed from the point of view of a
Wigner crystal or charge density wave picture.",2007-02-13T18:25:11Z
Coherent acoustic vibration of metal nanoshells,"Using time-resolved pump-probe spectroscopy we have performed the first
investigation of the vibrational modes of gold nanoshells. The fundamental
isotropic mode launched by a femtosecond pump pulse manifests itself in a
pronounced time-domain modulation of the differential transmission probed at
the frequency of nanoshell surface plasmon resonance. The modulation amplitude
is significantly stronger and the period is longer than in a gold nanoparticle
of the same overall size, in agreement with theoretical calculations. This
distinct acoustical signature of nanoshells provides a new and efficient method
for identifying these versatile nanostructures and for studying their
mechanical and structural properties.",2007-01-10T21:22:11Z
"Emergence of a negative charging energy in a metallic dot capacitively
  coupled to a superconducting island","We consider the hybrid setup formed by a metallic dot, capacitively coupled
to a superconducting island S connected to a bulk superconductor by a Josephson
junction. Charge fluctuations in S act as a dynamical gate and overscreen the
electronic repulsion in the metallic dot, producing an attractive interaction
between two additional electrons. As the offset charge of the metallic dot is
increased, the dot charging curve shows positive steps ($+2e$) followed by
negative ones ($-e$) signaling the occurrence of a negative differential
capacitance. A proposal for experimental detection is given, and potential
applications in nanoelectronics are mentioned.",2007-03-15T14:32:20Z
"Effective density of states profiles of heterogeneous microcrystalline
  silicon","The steady state photoconductivity as a function of temperature and light
intensity was measured on plasma deposited highly crystalline undoped
hydrogenated microcrystalline silicon films possessing different thicknesses
and microstructures. Different phototransport behaviors were observed
experimentally in films having dissimilar microstructural attributes. This has
been explained by numerical modeling to link these behaviors to different
features of the proposed density of states maps of the material.",2007-02-16T08:23:48Z
"Quasi-particle transitions in charge-phase qubits probed by rf
  oscillations","We investigated transitions in Al charge-phase qubits of SQUID-configuration
inductively coupled to an rf tank circuit that made it possible to read out the
state by measuring the inductance of the qubit. Depending on the flux and
charge bias and the amplitude of the rf oscillations we probed either the
ground state or a dynamic change of the qubit states which we attributed to
stochastic single quasi-particle tunneling onto and off the qubit island and
exchange of energy with the qubit. Within this model, a selection rule for
quasi-particle-induced transitions in the qubit is discussed.",2007-01-08T12:50:09Z
No-Go Theorem for Energy-Momentum Conservation in Curved Spacetime,"It is pointed out that in curved spacetime, one cannot define the sum of
energy-momemtum 4-vector over a space-like hypersurface. The difficulty in
finding satisfactory gravitational energy-momentum complex stems from
misunderstanding of this question. The law of conservation of energy-momentum
holds valid only approximately when spacetime is not seriously curved.",2007-02-10T04:16:18Z
Inverse slow relaxation in granular hopping systems,"We present experimental results that demonstrate a glassy behavior in the
conductance of quench condensed insulating granular metals that is different
from that observed in continuous disordered systems. Exciting the granular
system by biasing the sample with a high electric field results in a slow
conductance change both during the excitation and during the relaxation back to
its steady state. The time scales for these processes are many orders of
magnitudes longer than the typical hopping time. We find that, initially, this
conductance change has an opposite sign to that observed in similar experiments
performed on continuous films. Only after relatively long times this trend is
reversed and the samples exhibit conventional behavior. We suggest that the
granular systems exhibit a new glassy process related to charge redistribution
among the grains. This process combines with the relaxation processes that are
characteristic of disordered systems to give rise to a unique relaxation
profile.",2007-01-16T05:35:43Z
"Influence of structural disorder on low-temperature behavior of
  penetration depth in electron-doped high-T_C thin films","To probe the influence of structural disorder on low-temperature behavior of
magnetic penetration depth in electron-doped high-T_C superconductors, a
comparative study of high-quality Pr_{1.85}Ce_{0.15}CuO_4 (PCCO) and
Sm_{1.85}Ce_{0.15}CuO_4 (SCCO) thin films is presented. The obtained results
confirm a d-wave pairing mechanism in both samples, substantially modified by
impurity scattering (which is more noticeable in less homogeneous SCCO films)
at the lowest temperatures. The value of the extracted impurity scattering rate
correlates with the quality of our samples and is found to be much higher in
less homogeneous films with lower T_C.",2007-01-18T18:40:17Z
"Differential Geometry of Polymer Models: Worm-like Chains, Ribbons and
  Fourier Knots","We analyze several continuum models of polymers: worm-like chains, ribbons
and Fourier knots. We show that the torsion of worm-like chains diverges and
conclude that such chains can not be described by the Frenet-Serret (FS)
equation of space curves. While the same holds for ribbons as well, their rate
of twist is finite and, therefore, they can be described by the generalized FS
equation of stripes. Finally, Fourier knots have finite curvature and torsion
and, therefore, are sufficiently smooth to be described by the FS equation of
space curves.",2007-02-08T12:14:06Z
"Enhancing capacity of coherent optical information storage and transfer
  in a Bose-Einstein condensate","Coherent optical information storage capacity of an atomic Bose-Einstein
condensate is examined. Theory of slow light propagation in atomic clouds is
generalized to short pulse regime by taking into account group velocity
dispersion. It is shown that the number of stored pulses in the condensate can
be optimized for a particular coupling laser power, temperature and interatomic
interaction strength. Analytical results are derived for semi-ideal model of
the condensate using effective uniform density zone approximation. Detailed
numerical simulations are also performed. It is found that axial density
profile of the condensate protects the pulse against the group velocity
dispersion. Furthermore, taking into account finite radial size of the
condensate, multi-mode light propagation in atomic Bose-Einstein condensate is
investigated. The number of modes that can be supported by a condensate is
found. Single mode condition is determined as a function of experimentally
accessible parameters including trap size, temperature, condensate number
density and scattering length. Quantum coherent atom-light interaction schemes
are proposed for enhancing multi-mode light propagation effects.",2007-01-18T12:26:36Z
Critical properties and Bose Einstein Condensation in dimer spin systems,"We analyze the spin relaxation time $1/T_1$ for a system made of weakly
coupled one dimensional ladders.This system allows to probe the dimensional
crossover between a Luttinger liquid and a Bose-Einstein condensateof magnons.
We obtain the temperature dependence of $1/T_1$ in the various dimensional
regimes, and discuss the experimental consequences.",2007-01-24T11:58:09Z
"Magnetron Sputter deposition of a 48-member cuprate superconductor
  library: Bi2Sr2YxCa1-xCu2Oy (0.5 <= x <= 1) linearly varying in steps of 0.01","Using magnetron sputtering, a spatial composition spread approach was applied
successfully to obtain 48-member libraries of the Bi2Sr2YxCa1-xCu2Oy (0.5<= x
<=1)cuprate superconducting system. The libraries of each system were deposited
onto (100) single crystal MgO, mounted on a water cooled rotating table, using
two targets: the antiferromagnetic insulator Bi2Sr2YCu2Oy (P=98 W RF) and the
hole doped superconductor Bi2Sr2CaCu2Oy (P=44 W DC). A low chamber pressure of
0.81 mTorr argon is used to reduce scattering by the process gas. To minimize
oxygen resputtering a substrate bias of -20 V was used as well as a process gas
free of oxygen. A rapid thermal processor is used to post-anneal the amorphous
deposited films. A step annealing regime was used, with a ramp rate of 5
degrees C/s for heating and cooling, with a first plateau at 780 C held for 200
s, and a second at 875 C held for 480 s. X-ray diffraction reveals that the
films develop crystalline order with the c-axis lattice parameter contracting
linearly from 30.55 Angstroms (x=0.5) to 30.24 Angstroms (x=1.0) with
increasing Y-content, consistent with bulk values. The crystallized films are
polycrystalline, developing preferred orientation (c-axis parallel to the
substrate) for thinner members of the library. There is a change of 0.01 in
doping per library member which will enable further studies to densely map
phase space.",2007-02-02T01:47:31Z
Driving particle current through narrow channels using classical pump,"We study a symmetric exclusion process in which the hopping rates at two
chosen adjacent sites vary periodically in time and have a relative phase
difference. This mimics a colloidal suspension subjected to external space and
time dependent modulation of the diffusion constant. The two special sites act
as a classical pump by generating an oscillatory current with a nonzero ${\cal
DC}$ value whose direction depends on the applied phase difference. We analyze
various features in this model through simulations and obtain an expression for
the $\cal{DC}$ current via a novel perturbative treatment.",2007-03-13T12:21:04Z
Suppression of electron spin decoherence in a quantum dot,"The dominant source of decoherence for an electron spin in a quantum dot is
the hyperfine interaction with the surrounding bath of nuclear spins. The
decoherence process may be slowed down by subjecting the electron spin to
suitable sequences of external control pulses. We investigate the performance
of a variety of dynamical decoupling protocols using exact numerical
simulation. Emphasis is given to realistic pulse delays and the long-time
limit, beyond the domain where available analytical approaches are guaranteed
to work. Our results show that both deterministic and randomized protocols are
capable to significantly prolong the electron coherence time, even when using
control pulse separations substantially larger than what expected from the {\em
upper cutoff} frequency of the coupling spectrum between the electron and the
nuclear spins. In a realistic parameter range, the {\em total width} of such a
coupling spectrum appears to be the physically relevant frequency scale
affecting the overall quality of the decoupling.",2007-03-17T00:07:32Z
"Pairing in disordered s-wave superconductors and the effect of their
  coupling","Inhomogeneity is introduced through random local interactions (Ui) in an
attractive Hubbard model on a square lattice and studied using mean-field
Bogoliubov-de Gennes formalism. Superconductivity is found to get suppressed by
the random Ui contrary to the results of a bimodal distribution of Ui. The
proximity effect of superconductivity is found to be strong, all sites develop
non-zero pairing amplitude. The gap in the density of states is always non-zero
and does not vanish even for strong disorder. When two such superconductors are
coupled via a channel, the effect of one on the other is negligible. The length
and width of the connector, do not seem to have any noticeable effect on the
superconductivity in either systems. The superconducting blocks behave as
independent entity and the introduction of the channel have no effect on them.",2007-02-06T16:25:46Z
"Wavefront singularities associated with the conical point in elastic
  solids with cubic symmetry","The wavefronts from a point source in a solid with cubic symmetry are
examined with particular attention paid to the contribution from the conical
points of the slowness surface. An asymptotic solution is developed that is
uniform across the edge of the cone in real space, the interior of which
contains the plane lid wavefront analyzed by Burridge \cite{Burridge67}. The
uniform solution also contains the regular wavefronts away from the cone edge,
a delta pulse on one side and its Hilbert transform on the other. In the
direction of the cone edge the three wavefronts merge to produce a singularity
of the form $H(t) t^{-3/4}$.",2007-02-06T01:34:11Z
Field Stability in Direct Modulation of Semiconductor Laser,"We studied the rate equations of direct modulation laser and showed that it
may be reduced to the special case when spontaneous carrier decay rate is equal
to the photon decay rate. The solution in this case is unique. For the general
case, we investigated the vector field of the differential system of the rate
equations and pointed out the basic stability problems of this system when the
modulation current was required to change.",2007-01-27T10:52:03Z
"Optical properties of \textit{n}- and \textit{p}-type ZnO thin films --
  two different approaches to the impurity distribution inhomogeneity","We investigated the optical properties of epitaxial \textit{n}- and
\textit{p}-type ZnO films grown on lattice-matched ScAlMgO$_4$ substrates.
Chemical doping yielded a severe inhomogeneity in a statistical distribution of
involved charged impurities. Two approaches are adopted to treat the
inhomogeneity effects; Monte Carlo simulation technique for the
\textit{n}-doped films, and the fluctuation theory for the \textit{p}-ZnO. The
broadening of PL band of \textit{n}-ZnO was significantly larger than predicted
by theoretical results in which the linewidths of each individual emissions
have been determined mainly from the concentration fluctuation of donor-type
dopants by the simulation. Moreover, the rather asymmetrical line shape was
observed. To explain these features, a vibronic model was developed accounting
for contributions from a series of phonon replicas. In case of \textit{p}-type
ZnO:N, analysis of excitation-intensity dependence of the peak shift of
donor-acceptor luminescence with a fluctuation model has also proven the
importance of the inhomogeneity effect of charged impurity distribution, as in
the case of ZnO:Ga. We extracted the inhomogeneity in the sample and acceptor
activation energy prepared under the various growth conditions. It is shown
that the theoretical results are in good agreement with the experimental 5-K
time-resolved luminescence for the systems in a fluctuation field. Finally,
localized-state distributions have been studied in N-doped ZnO thin films by
means of transient photocurrent measurement.",2007-01-31T07:17:49Z
Nonequilibrium dynamics of polymer translocation and straightening,"When a flexible polymer is sucked into a localized small hole, the chain can
initially respond only locally and the sequential nonequilibrium processes
follow in line with the propagation of the tensile force along the chain
backbone. We analyze this dynamical process by taking the nonuniform stretching
of the polymer into account both with and without hydrodynamics interactions.
Earlier conjectures on the absorption time are criticized and new formulae are
proposed together with time evolutions of relevant dynamical variables.",2007-03-13T01:56:58Z
"High field level crossing studies on spin dimers in the low dimensional
  quantum spin system Na$_2$T$_2$(C$_2$O$_4$)$_3$(H$_2$O)$_2$ with
  T=Ni,Co,Fe,Mn","In this paper we demonstrate the application of high magnetic fields to study
the magnetic properties of low dimensional spin systems. We present a case
study on the series of 2-leg spin-ladder compounds
Na$_2$T$_2$(C$_2$O$_4$)$_3$(H$_2$O)$_2$ with T = Ni, Co, Fe and Mn. In all
compounds the transition metal is in the $T^{2+}$ high spin configuation. The
localized spin varies from S=1 to 3/2, 2 and 5/2 within this series. The
magnetic properties were examined experimentally by magnetic susceptibility,
pulsed high field magnetization and specific heat measurements. The data are
analysed using a spin hamiltonian description. Although the transition metal
ions form structurally a 2-leg ladder, an isolated dimer model consistently
describes the observations very well. This behaviour can be understood in terms
of the different coordination and superexchange angles of the oxalate ligands
along the rungs and legs of the 2-leg spin ladder. All compounds exhibit
magnetic field driven ground state changes which at very low temperatures lead
to a multistep behaviour in the magnetization curves. In the Co and Fe
compounds a strong axial anisotropy induced by the orbital magnetism leads to a
nearly degenerate ground state and a strongly reduced critical field. We find a
monotonous decrease of the intradimer magnetic exchange if the spin quantum
number is increased.",2007-01-23T23:50:44Z
Gapped solitons and periodic excitations in strongly coupled BEC,"It is found that localized solitons in the strongly coupled cigar shaped
Bose-Einstein condensate form two distinct classes. The one without a
background is an asymptotically vanishing, localized soliton, having a
wave-number, which has a lower bound in magnitude. Periodic soliton trains
exist only in the presence of a background, where the localized soliton has a
\textit{W}-type density profile. This soliton is well suited for trapping of
neutral atoms and is found to be stable under Vakhitov-Kolokolov criterion, as
well as numerical evolution. We identify an insulating phase of this system in
the presence of an optical lattice. It is demonstrated that the ${\it W}$-type
density profile can be precisely controlled through trap dynamics.",2007-03-03T16:04:27Z
"Majorana Fermions, Exact Mappings between Classical and Topological
  Orders","Motivated by the duality between site-centered spin and bond-centered spin in
one-dimensional system, which connects two different constructions of fermions
from the same set of Majorana fermions, we show that two-dimensional models
with topological orders can be constructed from certain well-known models with
classical orders characterized by symmetry-breaking. Topology-dependent ground
state degeneracy, vanishing two-point correlation functions, and unpaired
Majorana fermions on boundaries emerge naturally from such construction. The
approach opens a new way to construct and characterize topological orders.",2007-02-15T15:52:22Z
"First Principles Study on the Formation of Yttrium Nitride in Cubic and
  Hexagonal Phases","We have studied the formation of yttrium nitride in which the Y-atoms were
arranged in two common close-packed stacking: The AB-stacking (hcp-symmetry) is
the ground state of metallic yttrium; while the ABC-stacking (fcc-symmetry) is
the ground state of yttrium nitride. Given the different symmetries between YN
and Y, there must be a phase transition (hcp->fcc) as N is incorporated in the
Y-lattice. By means of first principles calculations we have made a
systematical investigation where N was gradually incorporated in octahedral
interstices in AB and ABC stacking of Y. We report the heat of formation, bulk
modulus, lattice parameter and electronic structure of the resultant nitrides.
We found that both metal arrangements are physically achievable. Furthermore,
for low nitrogen incorporation the two phases may coexist. However for high
nitrogen concentration the cubic phases are favored by a 30 kJ mol-1 margin.
These results are important since fcc-YN is semiconducting and could be
utilized as active layer in electronic devices.",2007-03-22T05:32:02Z
"Representing molecule-surface interactions with symmetry-adapted neural
  networks","The accurate description of molecule-surface interactions requires a detailed
knowledge of the underlying potential-energy surface (PES). Recently, neural
networks (NNs) have been shown to be an efficient technique to accurately
interpolate the PES information provided for a set of molecular configurations,
e.g. by first-principles calculations. Here, we further develop this approach
by building the NN on a new type of symmetry functions, which allows to take
the symmetry of the surface exactly into account. The accuracy and efficiency
of such symmetry-adapted NNs is illustrated by the application to a
six-dimensional PES describing the interaction of oxygen molecules with the
Al(111) surface.",2007-02-22T12:55:05Z
"New detections of H2O masers in planetary nebulae and post-AGB stars
  using the Robledo-70m antenna","Aims: We investigated the possible relationship between the evolutionary
stage of post-AGB stars and planetary nebulae (PNe) and the presence of water
masers in their envelopes.
  Methods: We have used NASA's 70-m antenna in Robledo de Chavela (Spain) to
search for the water maser transition at 22235.08 MHz, towards a sample of 105
sources with IRAS colour characteristic of post-AGB stars and PNe at
declination >-32 deg. 83% of the sources in the sample are post-AGB stars, 15%
PNe or PN candidates, while only 2% seem to be HII regions.
  Results: We have detected five water masers, of which four are reported for
the first time: two in PNe (IRAS 17443-2949 and IRAS 18061-2505), a ``water
fountain'' in a post-AGB star (IRAS 16552-3050), and one in a source previously
catalogued as a PN, but whose classification is uncertain (IRAS 17580-3111).
  Conclusions: The unexpected detections of water masers in two objects among
the small subset of PNe led us to suggest that the PNe harbouring water masers
are a special type of massive, rapidly evolving PNe.",2007-03-19T19:41:10Z
Supernova neutrinos,"A nascent neutron star resulting from stellar collapse is a prodigious source
of neutrinos of all flavors. While the most basic features of this neutrino
emission can be estimated from simple considerations, the detailed simulation
of the neutrinos' decoupling from the hot neutron star is not yet
computationally tractable in its full glory, being a time-dependent
six-dimensional transport problem. Nevertheless, supernova neutrino fluxes are
of great interest in connection with the core-collapse supernova explosion
mechanism and supernova nucleosynthesis, and as a potential probe of the
supernova environment and of some of the neutrino mixing parameters that remain
unknown; hence a variety of approximate transport schemes have been used to
obtain results with reduced dimensionality. However, none of these approximate
schemes have addressed a recent challenge to the conventional wisdom that
neutrino flavor mixing cannot impact the explosion mechanism or r-process
nucleosynthesis.",2007-03-13T19:39:41Z
Nonequilibrium tricriticality in one dimension,"We show the existence of a nonequilibrium tricritical point induced by a
repulsive interaction in one dimensional asymmetric exclusion process. The
tricritical point is associated with the particle-hole symmetry breaking
introduced by the repulsion. The phase diagram and the crossover in the
neighbourhood of the tricritical point for the shock formation at one of the
boundaries are determined.",2007-03-15T13:00:28Z
"Minimum Rate of Dissipation Principle and Linear Corrections to the
  Onsager Matrix","The Minimum Rate of Dissipation Principle (MRDP) affirms that, for
time-independent boundary conditions, a thermodynamic system evolves towards a
steady-state with the least possible dissipation. In this note, examples of
diffusion processes of two solutes in an isothermal system are analyzed in
detail. In particular, we consider the relaxation of the system when the metric
tensor (i.e. the Onsager matrix) is constant and when the Onsager coefficients
weakly depend on the spatial derivatives of the concentrations. We show that,
to leading order, during the relaxation towards a steady-state, the system
traces out a geodesic in the space of thermodynamic configurations, in
accordance with the MRDP.",2007-03-12T14:34:36Z
Kinetic Theory of the Heat Capacity of Two-Level Systems,"It is shown that measured heat capacity depends on the rate of the
temperature variation and on the initial state of a system. It is calculated
here in the framework of two-level model. Fenomenological approach gives the
same results.",2007-02-04T15:12:12Z
"On the Software and Knowledge Engineering Aspects of the Educational
  Process","The Hellenic Open University has embarked on a large-scale effort to enhance
its textbook-based material with content that demonstrably supports the basic
tenets of distance learning. The challenge is to set up a framework that allows
for the production-level creation, distribution and consumption of content, and
at the same time, evaluate the effort in terms of technological, educational
and organizational knowledge gained. This paper presents a model of the
educational process that is used as a development backbone and argues about its
conceptual and technical practicality at large.",2007-01-26T14:51:38Z
"Influence of chemical and magnetic interface properties of Co-Fe-B / MgO
  / Co-Fe-B tunnel junctions on the annealing temperature dependence of the
  magnetoresistance","The knowledge of chemical and magnetic conditions at the Co40Fe40B20 / MgO
interface is important to interpret the strong annealing temperature dependence
of tunnel magnetoresistance of Co-Fe-B / MgO / Co-Fe-B magnetic tunnel
junctions, which increases with annealing temperature from 20% after annealing
at 200C up to a maximum value of 112% after annealing at 350C. While the well
defined nearest neighbor ordering indicating crystallinity of the MgO barrier
does not change by the annealing, a small amount of interfacial Fe-O at the
lower Co-Fe-B / MgO interface is found in the as grown samples, which is
completely reduced after annealing at 275C. This is accompanied by a
simultaneous increase of the Fe magnetic moment and the tunnel
magnetoresistance. However, the TMR of the MgO based junctions increases
further for higher annealing temperature which can not be caused by Fe-O
reduction. The occurrence of an x-ray absorption near-edge structure above the
Fe and Co L-edges after annealing at 350C indicates the recrystallization of
the Co-Fe-B electrode. This is prerequisite for coherent tunneling and has been
suggested to be responsible for the further increase of the TMR above 275C.
Simultaneously, the B concentration in the Co-Fe-B decreases with increasing
annealing temperature, at least some of the B diffuses towards or into the MgO
barrier and forms a B2O3 oxide.",2007-01-30T13:11:32Z
"Cerenkov-like radiation in a binary Schr{ö}dinger flow past an
  obstacle","We consider the dynamics of two coupled miscible Bose-Einstein condensates,
when an obstacle is dragged through them. The existence of two different speeds
of sound provides the possibility for three dynamical regimes: when both
components are subcritical, we do not observe nucleation of coherent
structures; when both components are supercritical they both form dark solitons
in one dimension (1D) and vortices or rotating vortex dipoles in two dimensions
(2D); in the intermediate regime, we observe the nucleation of a structure in
the form of a dark-antidark soliton in 1D; subcritical component; the 2D analog
of such a structure, a vortex-lump, is also observed.",2007-01-18T08:45:20Z
A new equation for the mid-plane potential of power law disks,"We show that the gravitational potential in the plane of an axisymmetrical
flat disk where the surface density varies as a power of the radius obeys an
inhomogeneous first-order Ordinary Differential Equation (ODE) solvable by
standard techniques. The potential being exactly known at the origin for any
power index (and at infinity as well), the search for solutions consists of a
Two-point Boundary Value Problem (TBVP) with Dirichlet conditions. The
computating time is then linear with the number of grid points, instead of
quadratic from direct summation methods. Complex mass distributions which can
be decomposed into a mixture of power law surface density profiles are easily
accessible through the superposition principle. This ODE definitively takes the
place of the untractable bidimensional Poisson equation for planar
calculations. It opens new horizons to investigate various aspects related to
self-gravity in astrophysical disks (force calculations, stability analysis,
etc.).",2007-03-23T08:48:52Z
"Citation Advantage For OA Self-Archiving Is Independent of Journal
  Impact Factor, Article Age, and Number of Co-Authors","Eysenbach has suggested that the OA (Green) self-archiving advantage might
just be an artifact of potential uncontrolled confounding factors such as
article age (older articles may be both more cited and more likely to be
self-archived), number of authors (articles with more authors might be more
cited and more self-archived), subject matter (the subjects that are cited
more, self-archive more), country (same thing), number of authors, citation
counts of authors, etc. Chawki Hajjem (doctoral candidate, UQaM) had already
shown that the OA advantage was present in all cases when articles were
analysed separately by age, subject matter or country. He has now done a
multiple regression analysis jointly testing (1) article age, (2) journal
impact factor, (3) number of authors, and (4) OA self-archiving as separate
factors for 442,750 articles in 576 (biomedical) journals across 11 years, and
has shown that each of the four factors contributes an independent,
statistically significant increment to the citation counts. The
OA-self-archiving advantage remains a robust, independent factor. Having
successfully responded to his challenge, we now challenge Eysenbach to
demonstrate -- by testing a sufficiently broad and representative sample of
journals at all levels of the journal quality, visibility and prestige
hierarchy -- that his finding of a citation advantage for Gold OA (articles
published OA on the high-profile website of the only journal he tested (PNAS)
over Green OA articles in the same journal (self-archived on the author's
website) was not just an artifact of having tested only one very high-profile
journal.",2007-01-22T02:14:10Z
Dynamic magnetic response of infinite arrays of ferromagnetic particles,"Recently developed techniques to find the eigenmodes of a ferromagnetic
particle of arbitrary shape, as well as the absorption in the presence of an
inhomogeneous radio-frequency field, are extended to treat infinite lattices of
such particles. The method is applied to analyze the results of recent FMR
experiments, and yields substantially good agreement between theory and
experiment.",2007-03-11T04:54:14Z
"Skew scattering due to intrinsic spin-orbit coupling in a
  two-dimensional electron gas","We present the generalization of the two-dimensional quantum scattering
formalism to systems with Rashba spin-orbit coupling. Using symmetry
considerations, we show that the differential scattering cross section depends
on the spin state of the incident electron, and skew scattering may arise even
for central spin-independent scattering potentials. The skew scattering effect
is demonstrated by exact results of a simple hard wall impurity model. The
magnitude of the effect for short-range impurities is estimated using the first
Born approximation. The exact formalism we present can serve as a foundation
for further theoretical investigations.",2007-03-20T14:28:08Z
Certification of bounds on expressions involving rounded operators,"Gappa uses interval arithmetic to certify bounds on mathematical expressions
that involve rounded as well as exact operators. Gappa generates a theorem with
its proof for each bound treated. The proof can be checked with a higher order
logic automatic proof checker, either Coq or HOL Light, and we have developed a
large companion library of verified facts for Coq dealing with the addition,
multiplication, division, and square root, in fixed- and floating-point
arithmetics. Gappa uses multiple-precision dyadic fractions for the endpoints
of intervals and performs forward error analysis on rounded operators when
necessary. When asked, Gappa reports the best bounds it is able to reach for a
given expression in a given context. This feature is used to quickly obtain
coarse bounds. It can also be used to identify where the set of facts and
automatic techniques implemented in Gappa becomes insufficient. Gappa handles
seamlessly additional properties expressed as interval properties or rewriting
rules in order to establish more intricate bounds. Recent work showed that
Gappa is perfectly suited to the proof of correctness of small pieces of
software. Proof obligations can be written by designers, produced by
third-party tools or obtained by overloading arithmetic operators.",2007-01-29T15:36:47Z
A class of relativistic stars with a linear equation of state,"By assuming a particular mass function we find new exact solutions to the
Einstein field equations with an anisotropic matter distribution. The solutions
are shown to be relevant for the description of compact stars. A distinguishing
feature of this class of solutions is that they admit a linear equation of
state which can be applied to strange stars with quark matter.",2007-02-08T08:16:33Z
"Enhanced magnetocaloric effect in frustrated magnetic molecules with
  icosahedral symmetry","We investigate the magnetocaloric properties of certain antiferromagnetic
spin systems that have already been or very likely can be synthesized as
magnetic molecules. It turns out that the special geometric frustration which
is present in antiferromagnets that consist of corner-sharing triangles leads
to an enhanced magnetocaloric effect with high cooling rates in the vicinity of
the saturation field. These findings are compared with the behavior of a simple
unfrustrated spin ring as well as with the properties of the icosahedron. To
our surprise, also for the icosahedron large cooling rates can be achieved but
due to a different kind of geometric frustration.",2007-03-19T09:21:51Z
"Visualizing the strain field in semiflexible polymer networks: strain
  fluctuations and nonlinear rheology of F-actin gels","We image semi-flexible polymer networks under shear at the micrometer scale.
By tracking embedded probe particles, we determine the local strain field, and
directly measure its uniformity, or degree of affineness, on scales of 2-100
micron. The degree of nonaffine strain depends on polymer length and crosslink
density, consistent with theoretical predictions. We also find a direct
correspondence between the uniformity of the microscale strain and the
nonlinear elasticity of the networks in the bulk.",2007-02-14T03:23:20Z
The dynamics of scalar-tensor cosmology from RS two-brane model,"We consider Randall-Sundrum two-brane cosmological model in the low energy
gradient expansion approximation by Kanno and Soda. It is a scalar-tensor
theory with a specific coupling function. We find a first integral of equations
for the A-brane metric and estimate constraints for the dark radiation term. We
perform a complementary analysis of the dynamics of the scalar field (radion)
using phase space methods and examine convergence towards the limit of general
relativity. We find that it is possible to stabilize the radion at a finite
value with suitable negative matter densities on the B-brane.",2007-01-08T09:25:43Z
"The multiplicity of the subgiant branch of Omega Centauri: Evidence for
  prolonged star formation","We present metallicity measurements based on GIRAFFE@VLT spectra of 80
subgiant-branch stars of the Galactic globular cluster Omega Centauri. The VLT
spectroscopic data are complemented by ACS/HST and WFI@ESO2.2m high-accuracy
color-magnitude diagrams. We have obtained the [Fe/H] abundance for each of the
80 target stars, and the abundances of C, N, Ca, Ti, and Ba for a subset of
them, by comparison with synthetic spectra. We show that stars with
[Fe/H]<-1.25 have a large magnitude spread on the flat part of the SGB. We
interpret this as empirical evidence for an age spread. We have identified four
distinct stellar groups within the SGB region: (i) an old, metal-poor group
([Fe/H]~-1.7); (ii) an old, metal-rich group ([Fe/H]~-1.1); (iii) a young (up
to 4--5 Gyr younger than the old component) metal-poor group ([Fe/H]~-1.7);
(iv) a young, intermediate-metallicity ([Fe/H]~-1.4) group, on average 1--2 Gyr
younger than the old metal-poor population, and with an age spread that we
cannot properly quantify with the present sample. In addition, a group of SGB
stars are spread between the intermediate-metallicity and metal-rich branches
of the SGB. The spread in age within each population establishes that the
progenitor of Omega Cen system must have had a composite nature.",2007-03-09T10:54:32Z
"Radio-frequency magnetic response of vortex lattices undergoing
  structural transformations","We report a clear anomaly in the rf response of a tunnel-diode resonator
measured in borocarbide crystals in dc fields along the $c-$axis. We associate
the anomaly in the dynamic magnetic susceptibility, $\chi$, with a structural
transition in the vortex lattice. $\chi$ is sensitive to the Campbell
penetration depth $\lambda_{C}$ of the rf perturbation into the mixed state.
$\lambda_{C}$ depends on the vortex lattice elastic moduli, which in turn
depend on the vortex lattice structure. The high-field transition line is
clearly mapped and shown to behave in agreement with theory.",2007-02-22T02:04:53Z
