Title,Abstract,Published Date
"Astrochemical confirmation of the rapid evolution of massive YSOs and
  explanation for the inferred ages of hot cores","Aims. To understand the roles of infall and protostellar evolution on the
envelopes of massive young stellar objects (YSOs).
  Methods. The chemical evolution of gas and dust is traced, including infall
and realistic source evolution. The temperatures are determined
self-consistently. Both ad/desorption of ices using recent laboratory
temperature-programmed-desorption measurements are included.
  Results. The observed water abundance jump near 100 K is reproduced by an
evaporation front which moves outward as the luminosity increases. Ion-molecule
reactions produce water below 100 K. The age of the source is constrained to t
\~ 8 +/- 4 x 10^4 yrs since YSO formation. It is shown that the chemical
age-dating of hot cores at ~ few x 10^3 - 10^4 yr and the disappearance of hot
cores on a timescale of ~ 10^5 yr is a natural consequence of infall in a
dynamic envelope and protostellar evolution. Dynamical structures of ~ 350AU
such as disks should contain most of the complex second generation species. The
assumed order of desorption kinetics does not affect these results.",2006-05-15T19:58:48Z
Abundance studies of sdB stars using UV echelle HST/STIS spectroscopy,"Aims: We test the hypothesis that the pulsations in sdB stars are correlated
with the surface abundances of iron-group elements. Any correlation might
explain why, when given two spectroscopically similar stars, one will pulsate
while the other will not. Methods: We have obtained high-resolution ultraviolet
spectra two pulsating and three non-pulsating sdB stars using the Space
Telescope Imaging Spectrograph onboard the Hubble Space Telescope. We
determined abundances for 25 elements including the iron group and even heavier
elements such as tin and lead using LTE curve-of-growth and spectrum synthesis
techniques. Results: We find no clear correlation between pulsations and metal
abundances, and we comment on the resulting implications, including whether it
is possible to determine the difference between a pulsating and a non-pulsating
sdB spectroscopically. In addition to the main goal of our observations, we
have also investigated the effect of supersolar metallicity on fundamental
parameter determination, possible trends with iron abundance, and the
hypothesis that weak winds may be selectively removing elements from the
stellar envelopes. These effects provide challenges to stellar atmosphere
modelling and diffusion models for sdB stars.",2006-03-02T23:32:43Z
New constrains on Gliese 86 B,"We present the results of multi epochs imaging observations of the companion
to the planetary host Gliese 86. Associated to radial velocity measurements,
this study aimed at characterizing dynamically the orbital properties and the
mass of this companion (here after Gliese 86 B), but also at investigating the
possible history of this particular system. We used the adaptive optics
instrument NACO at the ESO Very Large Telescope to obtain deep coronographic
imaging in order to determine new photometric and astrometric measurements of
Gliese 86 B. Part of the orbit is resolved. The photometry of Gliese B
indicates colors compatible with a ~70 Jupiter mass brown dwarf or a white
dwarf. Both types of objects allow to fit the available, still limited
astrometric data. Besides, if we attribute the long term radial velocity
residual drift observed for Gliese A to B, then the mass of the latter object
is ~0.5 Msun. We analyse both astrometric and radial velocity data to propose
first orbital parameters for Gliese B. Assuming Gliese B is a ~0.5 Msun white
dwarf, we explore the constraints induced by this hypothesis and refine the
parameters of the system.",2006-06-07T19:44:56Z
"Black Hole-Neutron Star Binary Merger Calculations: GRB Progenitors and
  the Stability of Mass Transfer","We have calculated the first dynamical evolutions of merging black
hole-neutron star binaries that treat the combined spacetime in a
nonperturbative general relativistic framework. Using the conformal flatness
approximation, we have studied how the location of the tidal disruption radius
with respect to the the black hole horizon and innermost stable circular orbit
(ISCO) affects the qualitative evolution of the system. Based on simple
arguments, we show that for a binary mass ratio q>~0.24, tidal disruption
occurs outside the ISCO, while the opposite is true for q<~0.24. When tidal
disruption occurs sufficiently far outside the ISCO, mass is transferred
unstably from the neutron star to the black hole, resulting in the complete
disruption of the neutron star. When tidal disruption occurs slightly within
the ISCO, we find that some of the mass forms an extremely hot disk around the
black hole. The resulting configurations in this case are excellent candidates
for the progenitors of short-hard gamma ray bursts.",2006-05-19T20:00:15Z
"X-ray and optical bursts and flares in YSOs: results from a 5-day
  XMM-Newton monitoring campaign of L1551","We present the results of a five-day monitoring campaign with XMM-Newton of
six X-ray bright young stellar objects (YSOs) in the star-forming complex L1551
in Taurus. All stars present significant variability on the five-day time
scale. Modulation of the light curve on time scales comparable with the star's
rotational period appeared to be present in the case of one weak-lined T Tauri
star. Significant spectral variations between the 2000 and the 2004
observations were detected in the (unresolved) classical T Tauri binary system
XZ Tau: a hot plasma component which was present in the X-ray spectrum in 2000
had significantly weakened in 2004. As XZ Tau N was undergoing a strong optical
outburst in 2000, which had terminated since then, we speculate on the possible
relationship between episodic, burst accretion, and X-ray heating. The
transition object HL Tau underwent a strong flare with a complex temperature
evolution, which is indicative of an event confined within a very large
magnetic structure (few stellar radii), similar to the ones found in YSOs in
the Orion Nebula Cluster.",2006-03-23T10:15:15Z
Are Gamma-ray Bursts Universal?,"It is noted that the Liang-Zhang correlation can be accounted for with the
viewing angle interpretation proposed earlier. The Ghirlanda correlation,
recently generalized by Nava et al (2006) to a wind profile, can be accounted
for by the viewing angle interpretation accordingly generalized to a wind
profile. Most of the scatter in the spectra and time-integrated brightness in
$\gamma$-ray bursts (GRB) can thus be accounted for by variation in two
parameters, 1) the viewing angle and 2) the jet opening angle, with very little
variation in any other intrinsic parameters. The scatter in apparent isotropic
equivalent fluence and other parameters is reduced by a factor of order 30 when
each of these parameters is considered. Possible difficulties with alternative
explanations are briefly discussed. It is also noted that the relative scatter
in the Amati and Ghirlanda correlations suggests certain conclusions about the
inner engine.",2006-06-08T18:48:57Z
"Three-Dimensional Simulations of Spherical Accretion Flows with
  Small-Scale Magnetic Fields","Spherical (nonrotating) accretion flows with small-scale magnetic fields have
been investigated using three-dimensional, time-dependent MHD simulations.
These simulations have been designed to model high-resolution (quasi) steady
accretion flows in a wedge computational domain that represents a small
fraction of the full spherical domain. Subsonic and supersonic
(super-fast-magnetosonic) accretion flows have been considered. Two accretion
regimes have been studied: conservative, or radiatively inefficient, and
nonconservative, in which the heat released in magnetic reconnections is
completely lost. The flows in both regimes are turbulent. They show the
flattened radial density profiles and reduction of the accretion velocities and
mass accretion rates in comparison with hydrodynamic Bondi flows. In the
conservative regime, the turbulence is more intensive and supported mostly by
thermal convection. In the nonconservative regime, the turbulence is less
intensive and supported by magnetic buoyancy and various magnetic interactions.
We have concluded that steady, supersonic spherical accretion cannot be
developed in the presence of small-scale magnetic fields.",2006-06-08T15:01:44Z
Isothermal shocks in Abell 2199 and 2A 0335+096?,"We report on a partially circular X-ray surface brightness discontinuity
found at about 55 kpc from the centre of Abell 2199 with Chandra X-ray
observatory observations. Unlike cold fronts found in other clusters, the
feature shows no significant temperature change across it but has an apparent
density jump. We therefore identify it as a weak isothermal shock associated
with the central AGN and the inflation of its radio bubbles, as found in the
Perseus cluster. We examine a similar feature at 40 kpc radius found by
Mazzotta et al in 2A 0335+096, and conclude that it too may be an isothermal
shock. The change in density if these are shocks implies a Mach number of ~1.5.
If the isothermal nature of these features is confirmed by deeper observations,
the implication is that such shocks are common in clusters of galaxies, and are
an important mechanism for the transport of energy from a central supermassive
black hole into the cluster core.",2006-05-12T15:49:46Z
The opaque nascent starburst in NGC 1377: Spitzer SINGS observations,"We analyze extensive data on NGC1377 from the Spitzer Infrared Nearby
Galaxies Survey (SINGS). Within the category of nascent starbursts, that we
previously selected by their infrared to radio continuum ratios in large excess
of the average and their hot dust, NGC1377 has the largest infrared excess yet
measured. Optical imaging reveals a morphological distortion suggestive of a
recent accretion event. Infrared spectroscopy reveals a compact and opaque
source dominated by a hot, self-absorbed continuum (tau ~ 20 in the 10 micron
silicate band). We provide physical evidence against non-stellar activity being
the heating source. HII regions are detected through the single [NeII] line,
probing <1% of the ionizing radiation. Not only is the optical depth very high,
but >85% of ionizing photons are suppressed by dust. The only other detected
emission features are molecular hydrogen lines, arguably excited mainly by
shocks, besides photodissociation regions, and weak aromatic bands. The new
observations support our interpretation in terms of an extremely young
starburst (<1 Myr). More generally, galaxies deficient in radio synchrotron are
likely observed within a few Myr of the onset of a starburst and after a long
quiescence, prior to the replenishment of the ISM with cosmic rays. The similar
infrared-radio properties of NGC1377 and some infrared-luminous galaxies
suggest that NGC1377 constitutes an archetype to better understand starburst
evolution. Although rare locally because observed in a brief evolutionary
stage, nascent starbursts may represent a non-negligible fraction of
merger-induced starbursts dominating deep infrared counts. Since they differ
dramatically from usual starburst templates, they bear important consequences
for the interpretation of deep surveys.",2006-04-12T11:48:05Z
"Core Structure of Intracluster Gas: Effects of Radiative Cooling on Core
  Sizes","We investigate the core structure of radiatively cooling intracluster gas,
using a hydrodynamics code. We calculate evolution of model clusters of the
initial core radii 160--300 kpc until the initial central cooling time, and
analyze the resultant clusters using the double beta-model as done by
observational studies. It is found that the core-size distribution thus
obtained shows two peaks \sim 30--100 kpc and \sim 100--300 kpc and marginally
can reproduce the observed distribution which exhibits two distinct peaks
around \sim 50 kpc and \sim 200 kpc. This result may suggest radiative-cooling
origin for small cores, while cooling is yet insignificant in the clusters of
large cores. It should be noted that the small core peak is reproduced by
clusters that are still keeping quasi-hydrostatic balance before the initial
central cooling time has elapsed.",2006-04-10T11:26:31Z
Exotic bulk viscosity and its influence on neutron star r-modes,"We investigate the effect of exotic matter in particular, hyperon matter on
neutron star properties such as equation of state (EoS), mass-radius
relationship and bulk viscosity. Here we construct equations of state within
the framework of a relativistic field theoretical model. As hyperons are
produced abundantly in dense matter, hyperon-hyperon interaction becomes
important and is included in this model. Hyperon-hyperon interaction gives rise
to a softer EoS which results in a smaller maximum mass neutron star compared
with the case without the interaction. Next we compute the coefficient of bulk
viscosity and the corresponding damping time scale due to the non-leptonic weak
process including $\Lambda$ hyperons. Further, we investigate the role of the
bulk viscosity on gravitational radiation driven r-mode instability in a
neutron star of given mass and temperature and find that the instability is
effectively suppressed.",2006-07-01T11:59:48Z
"The Holmberg effect of Main galaxy pairs of the SDSS Data Release 4
  (SDSS4)","We have investigated the Holmberg effect of Main galaxy pairs of the SDSS
Data Release 4 (SDSS4). It is found that except i-z color the color indices
between the two components of Main galaxy pairs clearly have significantly
larger correlation coefficients. Further analyses also show that the Holmberg
Effect of galaxies not only depends on the color indices but also on the
morphological type for two components of pairs.",2006-05-12T23:33:27Z
"Observational constraints on modified gravity models and the Poincaré
  dodecahedral topology","We study the constraints that spatial topology may place on the parameters of
models that account for the accelerated expansion of the universe via infrared
modifications to general relativity, namely the Dvali-Gabadadze-Porrati
braneworld model as well as the Dvali-Turner and Cardassian models. By
considering the Poincar\'e dodecahedral space as the circles-in-the-sky
observable spatial topology, we examine the constraints that can be placed on
the parameters of each model using type Ia supernovae data together with the
baryon acoustic peak in the large scale correlation function of the Sloan
Digital Sky Survey of luminous red galaxies and the Cosmic Microwave Background
Radiation shift parameter data. We show that knowledge of spatial topology does
provide relevant constraints, particularly on the curvature parameter, for all
models.",2006-03-31T15:23:36Z
"Accretion onto Supermassive Black Holes in Quasars: Learning from
  Optical/UV Observations","Accretion processes in quasars and active galactic nuclei are still poorly
understood, especially as far as the connection between observed spectral
properties and physical parameters is concerned. Quasars show an additional
degree of complexity compared to stars that is related to anisotropic
emission/obscuration influencing the observed properties in most spectral
ranges. This complicating factor has hampered efforts to define the equivalent
of an Hertzsprung-Russel diagram for quasars. Even if it has recently become
possible to estimate black hole mass and Eddington ratio for sources using
optical and UV broad emission lines, the results are still plagued by large
uncertainties. Nevertheless, robust trends are emerging from multivariate
analysis of large spectral datasets of quasars. A firm observational basis is
being laid out by accurate measurements of broad emission line properties
especially when the source rest-frame is known. We consider the most widely
discussed correlations (i.e. the so-called ""eigenvector 1 parameter space"" and
the ""Baldwin effect"") and analyze how they can be explained in terms of
accretion properties, broad line region structure, and source evolution. We
critically review recent estimates of black hole mass, accretion rate, spin and
possible orientation indicators, stressing that any improvement in these
parameters will provide a much better understanding of the physics and dynamics
of the region producing the optical and UV broad emission lines. More accurate
measurements of Eddington ratio and black hole mass may have a significant
impact on our ideas about evolution of quasar properties with redshift and
luminosity as well as on broader cosmological issues.",2006-06-28T07:07:36Z
"Formation of Galactic Systems in Light of the Magnesium Abundance in
  Field Stars: The Thin Disk","We analyze the relations between the relative magnesium abundances in stars
and their metallicities, Galactic orbital elements, and ages. The relative
magnesium abundances in metal-poor ([Fe/H] < -0.4) thin-disk stars have been
found to systematically decrease with increasing stellar orbital radii in such
a way that magnesium over abundances ([Mg/Fe]>0.2 dex) are essentially observed
only in the stars whose orbits lie almost entirely within the solar circle. At
the same time, the range of metallicities in magnesium-poor stars is displaced
from (-0.5<[Fe/H]<+0.3 dex) to (-0.7<[Fe/H]<+0.2 dex) as their orbital radii
increase. This behavior suggests that, first, the star formation rate decreases
with increasing Galactocentric distance and, second, there was no star
formation for some time outside the solar circle while this process was
continuous within the solar circle. The decrease in the star formation rate
with increasing Galactocentric distance is responsible for the existence of a
negative radial metallicity gradient (grad_{R}[Fe/H]=(-0.05 \pm 0.01) kpc^{-1})
in the disk, which shows a tendency to increase with decreasing age. At the
same time the relative magnesium abundance exhibits no radial gradient. We have
confirmed the existence of a steep negative vertical metallicity gradient
(grad_Z [Fe/H]=(-0.29 \pm 0.06) kpc^{-1}) and detected a significant positive
vertical gradient in relative magnesium abundance (grad_Z [Mg/Fe]=(0.13 \pm
0.02) kpc^{-1}); both gradients increase appreciably in absolute value with
decreasing age. We have found that there is not only an age-metallicity
relation, but also an age-magnesium abundance relation in the thin disk.",2006-04-26T22:29:45Z
Identification of New M Dwarfs in the Solar Neighborhood,"We present the results from a spectroscopic study of 1080 nearby active M
dwarfs, selected by correlating the 2MASS and ROSAT catalogs. We have derived
the spectral types and estimated distances for all of our stars. The spectral
types range between K5 and M6. Nearly half of our stars lie within 50 pc. We
have measured the equivalent width of the H alpha emission line. Our targets
show an increase in chromospheric activity from early to mid-spectral types,
with a peak in activity around M5. Using the count rate and hardness ratios
obtained from the ROSAT catalog, we have derived the X-ray luminosities. Our
stars display a ""saturation-type"" relation between the chromospheric and
coronal activity. The relation is such that log (Lx/Lbol) remains ""saturated""
at a value of about -3 for varying H alpha equivalent width. We have found 568
matches in the USNO-B catalog, and have derived the tangential velocities for
these stars. There is a slight trend of decreasing chromospheric activity with
age, such that the stars with higher Vtan have lower H alpha equivalent widths.
The coronal emission, however, remains saturated at a value of log (Lx/Lbol) -3
for varying tangential velocities, suggesting that the coronal activity remains
saturated with age. We do not find any break in the saturation-type relation at
the spectral type where stars become fully convective (~M3.5). Most of the
stars in our sample show more coronal emission than the dMe stars in the Hyades
and Praesepe clusters, and have Vtan< 40km/s, suggesting a young population.",2006-06-26T05:11:29Z
AGN Jet Mass Loading and Truncation by Stellar Winds,"Active Galactic Nuclei can produce extremely powerful jets. While tightly
collimated, the scale of these jets and the stellar density at galactic centers
implies that there will be many jet/star interactions, which can mass-load the
jet through stellar winds. Previous work employed modest wind mass outflow
rates, but this does not apply when mass loading is provided by a small number
of high mass-loss stars. We construct a framework for jet mass-loading by
stellar winds for a broader spectrum of wind mass-loss rates than has been
previously considered. Given the observed stellar mass distributions in
galactic centers, we find that even highly efficient (0.1 Eddington luminosity)
jets from supermassive black holes of masses $M_{BH} \la 10^4M_{\odot}$ are
rapidly mass loaded and quenched by stellar winds. For $10^4
M_{\odot}<M_{BH}<10^8 M_{\odot}$, the quenching length of highly efficient jets
is independent of the jet's mechanical luminosity. Stellar wind mass-loading is
unable to quench efficient jets from more massive engines, but can account for
the observed truncation of the inefficient M87 jet, and implies a baryon
dominated composition on scales $\ga 2$ kpc therein even if the jet is
initially pair plasma dominated.",2006-04-28T19:05:11Z
Modelling of asymmetric nebulae. II. Line profiles,"We present a tool, VELNEB_3D, which can be applied to the results of 3D
photoionization codes to generate emission line profiles, position-velocity
maps and 3D maps in any emission line by assuming an arbitrary velocity field.
  We give a few examples, based on our pseudo-3D photoionization code NEBU_3D
(Morisset, Stasinska and Pena, 2005) which show the potentiality and usefulness
of our tool. One example shows how complex line profiles can be obtained even
with a simple expansion law if the nebula is bipolar and the slit slightly
off-center. Another example shows different ways to produce line profiles that
could be attributed to a turbulent velocity field while there is no turbulence
in the model. A third example shows how, in certain circumstances, it is
possible to discriminate between two very different geometrical structures --
here a face-on blister and its ``spherical impostor'' -- when using appropriate
high resolution spectra. Finally, we show how our tool is able to generate 3D
maps, similar to the ones that can be obtained by observing extended nebulae
with integral field units.",2006-05-17T00:23:44Z
"Towards observational constraints on negative (1+z)^4 type contribution
  in the Friedmann equation","We discuss certain issues related to the limitations of density parameters
for a ``radiation''-like contribution to the Friedmann equation using
kinematical or geometrical measurements. We analyse the observational
constraint of a negative $(1+z)^4$-type contribution in cosmological models. We
argue that it is not possible to determine the energy densities of individual
components of matter scaling like radiation from astronomical observations. We
find three different interpretations of the presence of the radiation term: 1)
the FRW universe filled with a massless scalar field in a quantum regime (the
Casimir effect), 2) the Friedmann-Robertson-Walker (FRW) model in the Randall
Sundrum scenario with dark radiation, 3) the cosmological model with global
rotation. From supernovae type Ia (SNIa) data, Fanaroff-Riley type IIb (FRIIb)
radio galaxy (RG) data, baryon oscillation peak and cosmic microwave background
radiation (CMBR) observations we obtain bounds for the negative radiation-like
term. A small negative contribution of dark radiation can reconcile the tension
in nucleosynthesis and remove also the disagreement between $H_0$ values
obtained from both SNIa and the Wilkinson Microwave Anisotropy Probe (WMAP)
satellite data.",2006-06-29T18:12:36Z
Magnetohydrodynamic Simulation of Solar Supergranulation,"Three-dimensional magnetohydrodynamical large eddy simulations of solar
surface convection using realistic model physics is conducted. The effects of
magnetic fields on thermal structure of convective motions into radiative
layers, the range of convection cell sizes and penetration depths of convection
is investigated. We simulate a some portion of the solar photosphere and the
upper layers of the convection zone, a region extending 30 x 30 Mm horizontally
from 0 Mm down to 18 Mm below the visible surface. We solve equations of the
fully compressible radiation magnetohydrodynamics with dynamical viscosity and
gravity. For numerical simulation we use: 1)realistic initial model of Sun and
equation of state and opacities of stellar matter, 2) high order conservative
TVD scheme for solution magnetohydrodynamics, 3) diffusion approximation for
solution radiative transfer 4) calculation dynamical viscosity from subgrid
scale modelling. Simulations are conducted on horizontal uniform grid of 320 x
320 and with 144 nonuniformly spaced vertical grid points on the 128 processors
of supercomputer MBC-1500 with distributed memory multiprocessors in Russian
Academy of Sciences.",2006-05-24T15:00:08Z
"Stellar populations of early-type galaxies in different environments
  III. Line-strength gradients","We present line-strength gradients for 22 spectral indices measured in a
sample of 82 early-type galaxies in different environments,including the
high-density core of the Coma cluster, the Virgo cluster,poor groups,and field
galaxies. We derive age and metallicity gradients, and compare the mean values
with the predictions of different galaxy formation models. We explore the
behaviour of individual chemical species by deriving the metallicity gradient
with different indicators.We find that the strength of the metallicity gradient
inferred from stellar population models depends on the specific Lick index
employed. In particular, metallicity gradients obtained with CN2 and C4668
combined with Hb are steeper than when measured using Ca4227 or Fe4383. The
correlation of the metallicity gradients with other parameters also depends on
the specific index employed. If the metallicity gradient is obtained using CN2
and Mgb then it correlates with the central age of the galaxies. On the
contrary, if Fe4383 or Ca4227 are used, the metallicity gradient correlates
with the velocity dispersion gradient.This may suggests that several mechanism
have helped to set the age and metallicity gradients in early-type galaxies.
While we do not find any correlation between the metallicity gradient and the
central velocity dispersion for galaxies in low-density environments, we find a
marginal correlation between the metallicity gradient and the mass for galaxies
in the centre of the Coma cluster. We also find a trend for which galaxies in
denser environments show a steeper metallicity gradient than galaxies in less
dense environments.We interpret these results in light of the different models
to explain the differences between galaxies as a function of environment.",2006-04-27T14:49:43Z
Accelerated expansion from structure formation,"We discuss the physics of backreaction-driven accelerated expansion. Using
the exact equations for the behaviour of averages in dust universes, we explain
how large-scale smoothness does not imply that the effect of inhomogeneity and
anisotropy on the expansion rate is small. We demonstrate with an analytical
toy model how gravitational collapse can lead to acceleration. We find that the
conjecture of the accelerated expansion being due to structure formation is in
agreement with the general observational picture of structures in the universe,
and more quantitative work is needed to make a detailed comparison.",2006-07-27T19:11:18Z
Spectral diversity of Type Ia Supernovae,"We use published spectroscopic and photometric data for 8 Type Ia supernovae
to construct a dispersion spectrum for this class of object, showing their
diversity over the wavelength range 3700A to 7100A. We find that the B and V
bands are the spectral regions with the least dispersion, while the U band
below 4100A is more diverse. Some spectral features such as the Si line at
6150A are also highly diverse. We then construct two objective measures of
'peculiarity' by (i) using the deviation of individual objects from the average
SN Ia spectrum compared to the typical dispersion and (ii) applying principle
component analysis. We demonstrate these methods on several SNe Ia that have
previously been classified as peculiar.",2006-05-05T05:04:08Z
"Metal-Rich Globular Clusters: an Unaccounted Factor Responsible for
  Their Formation?","Presently unaccounted but quite probable ""chemical factor"" may be responsible
for the formation of old metal-rich globular clusters (MRGCs) in spheroids, as
well as of their conterparts, young (intermediate-age) massive star clusters
(MSCs) in irregulars. Their formation presumably occurs at the same stage of
the host galaxies' chemical evolution and is related to the essentially
increased SF activity in the hosts around the same metallicity, Zsol/3
([Fe/H]~-0.5). It is achieved very soon in massive spheroids, later in
lower-mass spheroids, and (much) more later in irregulars.",2006-05-03T20:56:26Z
"Spitzer/MIPS Imaging of NGC 650: Probing the History of Mass Loss on the
  Asymptotic Giant Branch","We present the far-infrared (IR) maps of a bipolar planetary nebula (PN), NGC
650, at 24, 70, and 160 micron taken with the Multiband Imaging Photometer for
Spitzer (MIPS) on-board the Spitzer Space Telescope. While the two-peak
emission structure seen in all MIPS bands suggests the presence of a near
edge-on dusty torus, the distinct emission structure between the 24 micron map
and the 70/160 micron maps indicates the presence of two distinct emission
components in the central torus. Based on the spatial correlation of these two
far-IR emission components with respect to various optical line emission, we
conclude that the 24 micron emission is largely due to the [O IV] line at 25.9
micron arising from highly ionized regions behind the ionization front, whereas
the 70 and 160 micron emission is due to dust continuum arising from
low-temperature dust in the remnant asymptotic giant branch (AGB) wind shell.
The far-IR nebula structure also suggests that the enhancement of mass loss at
the end of the AGB phase has occurred isotropically, but has ensued only in the
equatorial directions while ceasing in the polar directions. The present data
also show evidence for the prolate spheroidal distribution of matter in this
bipolar PN. The AGB mass loss history reconstructed in this PN is thus
consistent with what has been previously proposed based on the past optical and
mid-IR imaging surveys of the post-AGB shells.",2006-06-21T19:58:21Z
Dark matter clustering: a simple renormalization group approach,"I compute a renormalization group (RG) improvement to the standard
beyond-linear-order Eulerian perturbation theory (PT) calculation of the power
spectrum of large-scale density fluctuations in the Universe. At z=0, for a
power spectrum matching current observations, lowest order RGPT appears to be
as accurate as one can test using existing numerical simulation-calibrated
fitting formulas out to at least k~=0.3 h/Mpc; although inaccuracy is
guaranteed at some level by approximations in the calculation (which can be
improved in the future). In contrast, standard PT breaks down virtually as soon
as beyond-linear corrections become non-negligible, on scales even larger than
k=0.1 h/Mpc. This extension in range of validity could substantially enhance
the usefulness of PT for interpreting baryonic acoustic oscillation surveys
aimed at probing dark energy, for example. I show that the predicted power
spectrum converges at high k to a power law with index given by the fixed-point
solution of the RG equation. I discuss many possible future directions for this
line of work. The basic calculation of this paper should be easily
understandable without any prior knowledge of RG methods, while a rich
background of mathematical physics literature exists for the interested reader.",2006-06-01T19:47:17Z
"Exoplanet detection with simultaneous spectral differential imaging:
  effects of out-of-pupil-plane optical aberrations","Imaging faint companions (exoplanets and brown dwarfs) around nearby stars is
currently limited by speckle noise. To efficiently attenuate this noise, a
technique called simultaneous spectral differential imaging (SSDI) can be used.
This technique consists of acquiring simultaneously images of the field of view
in several adjacent narrow bands and in combining these images to suppress
speckles. Simulations predict that SSDI can achieve, with the acquisition of
three wavelengths, speckle noise attenuation of several thousands. These
simulations are usually performed using the Fraunhofer approximation, i.e.
considering that all aberrations are located in the pupil plane. We have
performed wavefront propagation simulations to evaluate how out-of-pupil-plane
aberrations affect SSDI speckle noise attenuation performance. The Talbot
formalism is used to give a physical insight of the problem; results are
confirmed using a proper wavefront propagation algorithm. We will show that
near-focal-plane aberrations can significantly reduce SSDI speckle noise
attenuation performance at several lambda/D separation. It is also shown that
the Talbot effect correctly predicts the PSF chromaticity. Both differential
atmospheric refraction effects and the use of a coronagraph will be discussed.",2006-06-30T21:27:11Z
"Spitzer/MIPS 24 micron galaxies: the link to near-IR galaxies and the
  cosmic IR background","We present the results of our most recent works on Spitzer/MIPS 24 micron
galaxies. Through a multiwavelength analysis, we study different properties
(redshifts, luminosities, stellar masses) characterising the sources which
produce the bulk of the mid-IR background. From a comparative study with the
total population of Ks-selected galaxies, we determine that 24 micron sources
account for an important fraction of the most massive galaxies present at
different redshifts. On the other hand, we determine that 24 micron galaxies
also produce most of the energy contained in the far-IR cosmic background at 70
and 160 microns. Furthermore, we are able to set tight constraints on the
Cosmic Infrared Background (CIB) spectral energy distribution (SED). Our
results help to clarify the links between these presumably different IR galaxy
populations.",2006-04-11T11:10:21Z
"The Influence of Mass and Environment on the Evolution of Early-Type
  Galaxies","We report on a uniform comparative analysis of the fundamental parameters of
early-type galaxies at z~1 down to a well defined magnitude limit (M_B\leq
-20.0 in the field and M_B\leq -20.5 in the clusters). The changes in the M/L_B
ratio from z~1 to today are larger for lower mass galaxies in all environments,
and are similar in the field and in the clusters for galaxies with the same
mass. By deriving ages from the M}/L_B ratio, we estimate the formation
redshift for early-type galaxies as a function of galaxy mass and environment.
We find that the age of early-type galaxies increases with galaxy mass
(downsizing) in all environments, and that cluster galaxies appear to have the
same age within 5% as field galaxies at any given galaxy mass. The first result
confirms similar ones obtained by other means, while the second one is
controversial. The most recent incarnation of the hierarchical models of galaxy
formation and evolution is capable of explaining the first result, but predicts
that cluster galaxies should be older than field galaxies. We also find a total
lack of massive early--type galaxies M>3 10^{11} M_{\sun}) with a formation
redshift smaller than 2, which cannot be due to selection effects.",2006-07-11T16:05:22Z
"Discovery of an X-ray Jet and Extended Jet Structure in the Quasar PKS
  1055+201","This letter reports rich X-ray jet structures found in the Chandra
observation of PKS 1055+201. In addition to an X-ray jet coincident with the
radio jet we detect a region of extended X-ray emission surrounding the jet as
far from the core as the radio hotspot to the North, and a similar extended
X-ray region along the presumed path of the unseen counterjet to the Southern
radio lobe. Both X-ray regions show a similar curvature to the west, relative
to the quasar. We interpret this as the first example where we separately
detect the X-ray emission from a narrow jet and extended, residual jet plasma
over the entire length of a powerful FRII jet.",2006-07-12T20:51:47Z
"GALEX and Optical Light Curves of EF Eridanus During a Low State: the
  Puzzling Source of UV Light","Low state optical photometry of EF Eri during an extended low accretion state
combined with GALEX near and far UV time-resolved photometry reveals a source
of UV flux that is much larger than the underlying 9500K white dwarf, and that
is highly modulated on the orbital period. The near UV and optical light curves
can be modeled with a 20,000K spot but no spot model can explain both the large
amplitude FUV variations and the SED. The limitations of limb darkening,
cyclotron and magnetic white dwarf models in explaining the observations are
discussed.",2006-06-21T20:34:21Z
"Thermal and non-thermal components of the interstellar medium at
  sub-kiloparsec scales in galaxies","Aims: We present new radio continuum observations of ten BIMA SONG galaxies,
taken at 1.4 GHz with the Very Large Array. These observations allow us to
extend the study of the relationships between the radio continuum (RC) and CO
emission to 22 CO luminous galaxies for which single dish CO images have been
added to interferometric data. New Spitzer infrared (IR) images of six of these
galaxies have been released. The analysis of these high resolution images
allowed us to probe the RC-IR-CO correlations down to linear scales of a few
hundred pc. Results: for the 22 galaxies analysed, the RC-CO correlation on
scales from $\sim10$ kpc down to $\sim100$ pc is nearly linear and has a
scatter of a factor of two, i.e. comparable to that of the global correlations.
There is no evidence for any severe degradation of the scatter below the kpc
scale. This also applies to the six galaxies for which high-resolution mid-IR
data are available. In the case of NGC 5194, we find that the non-thermal radio
spectral index is correlated with the RC/FIR ratio. Conclusions: The scatter of
the point-by-point correlations does not increase significantly with spatial
resolution. We thus conclude that we have not yet probed the physical scales at
which the correlations break down. However, we observe local deviations from
the correlations in regions with a high star formation rate, such as the spiral
arms, where we observe a flat radio spectrum and a low RC/FIR ratio. In the
intra-arm regions and in the peripheral regions of the disk, the RC/FIR is
generally higher and it is characterized by a steepening of the radio spectrum.",2006-06-20T12:42:43Z
