Title,Abstract,Published Date
A New Technique for Probing Convection in Pulsating White Dwarf Stars,"In this paper we demonstrate how pulsating white dwarfs can be used as an
astrophysical laboratory for empirically constraining convection in these
stars. We do this using a technique for fitting observed non-sinusoidal light
curves, which allows us to recover the thermal response timescale of the
convection zone (its ""depth"") as well as how this timescale changes as a
function of effective temperature. We also obtain constraints on mode
identifications for the pulsation modes, allowing us to use asteroseismology to
study the interior structure of these stars. Aspects of this approach may have
relevance for other classes of pulsators, including the Cepheids and RR Lyrae
stars.",2005-07-19T18:55:40Z
"Spectroscopic Study of SU UMa-type Dwarf Nova YZ Cnc during its 2002
  Superoutburst","We report time-resolved spectroscopic observations of the SU Ursae Majoris
dwarf nova, YZ Cnc, for 2 nights over 11 hrs during its 2002 January
superoutburst. The spectra only show absorption-line profiles in the first day.
But the lines display blue and red troughs, with ``W'' profiles in the second
day. The radial velocity curve of the absorption troughs and emission peaks of
H$\beta$ has an amplitude of $49\pm10$ km s$^{-1}$ and a phase offset of
$-0.07\pm0.04$, which are very similar to those measured in quiescence;
however, the $\gamma$ velocity deviates strongly from the systemic velocity
measured in quiescence, showing variation of the order of $\pm$60 km s$^{-1}$.
And large shifts of $\sim$70 km s$^{-1}$ and $\sim$0.09, for the
orbital-averaged velocity and phase respectively, are also found in our
observations. All these phenomena can be well explained with a precession of an
eccentric disk and we conclude that these phenomena are the characteristic
products of an eccentric accretion disk.",2005-07-11T09:11:59Z
Evolving turbulence and magnetic fields in galaxy clusters,"We discuss, using simple analytical models and MHD simulations, the origin
and parameters of turbulence and magnetic fields in galaxy clusters. Three
physically distinct regimes can be identified in the evolution of cluster
turbulence and magnetic fields. Firstly, the fluctuation dynamo will produce
microgauss-strong, random magnetic fields during cluster formation and major
mergers. Turbulent velocity of about 300 km/s can be maintained at scales
100-200 kpc. The magnetic field is intermittent, has a smaller scale of 20-30
kpc and average strength of 2 microgauss. Secondly, when major mergers end,
turbulent speed and magnetic field undergo a power-law decay, decreasing in
strength but increasing in scale by a factor of about two. Thirdly,
smaller-mass subclusters and cluster galaxies produce turbulent wakes, with
turbulent speeds and magnetic field strengths similar to those quoted above.
The velocity scales are about 200 kpc and 10 kpc respectively, and the magnetic
field scale is about 6 times smaller. Although these wakes may fill only a
small fraction of the cluster volume, their area covering factor can be close
to unity. So one can potentially reconcile observations that indicate the
coexistence of turbulence with ordered filamentary gas structures, as in the
Perseus cluster. Random Faraday rotation measure is estimated to be typically
100-200 rad/m^2, in agreement with observations. We predict detectable
synchrotron polarization from cluster radio halos at wavelengths 3-6 cm, if
observed at sufficiently high resolution (abridged).",2005-05-07T18:07:23Z
"Discovery of the Binary Pulsar PSR B1259-63 in Very-High-Energy Gamma
  Rays around Periastron with H.E.S.S","We report the discovery of very-high-energy (VHE) gamma-ray emission of the
binary system PSR B1259-63/SS 2883 of a radio pulsar orbiting a massive,
luminous Be star in a highly eccentric orbit. The observations around the 2004
periastron passage of the pulsar were performed with the four 13 m Cherenkov
telescopes of the H.E.S.S. experiment, recently installed in Namibia and in
full operation since December 2003. Between February and June 2004, a gamma-ray
signal from the binary system was detected with a total significance above 13
sigma. The flux was found to vary significantly on timescales of days which
makes PSR B1259-63 the first variable galactic source of VHE gamma-rays
observed so far. Strong emission signals were observed in pre- and
post-periastron phases with a flux minimum around periastron, followed by a
gradual flux decrease in the months after. The measured time-averaged energy
spectrum above a mean threshold energy of 380 GeV can be fitted by a simple
power law F_0(E/1 TeV)^-Gamma with a photon index Gamma =
2.7+-0.2_stat+-0.2_sys and flux normalisation F_0 = (1.3+-0.1_stat+-0.3_sys)
10^-12 TeV^-1 cm^-2 s^-1. This detection of VHE gamma-rays provides unambiguous
evidence for particle acceleration to multi-TeV energies in the binary system.
In combination with coeval observations of the X-ray synchrotron emission by
the RXTE and INTEGRAL instruments, and assuming the VHE gamma-ray emission to
be produced by the inverse Compton mechanism, the magnetic field strength can
be directly estimated to be of the order of 1 G.",2005-06-13T19:04:00Z
The basic parameters of gamma-ray-loud blazars,"We determined the basic parameters, such as the central black hole mass
($M$), the boosting factor (or Doppler factor) ($\delta$), the propagation
angle ($\Phi$) and the distance along the axis to the site of $\gamma$-ray
production ($d$) for 23 $\gamma$-ray-loud blazars using their available
variability timescales. In this method, the absorption effect depends on the
$\gamma$-ray energy, emission size and property of the accretion disk. Using
the intrinsic $\gamma$-ray luminosity as a fraction $\lambda$ of the Eddington
luminosity, $L^{in}_{\gamma}=\lambda L_{Ledd.}$ and the optical depth equal to
unity, we can determine the upper limit of the central black hole masses. We
found that the black hole masses range between $10^{7}M_{\odot}$ and
$10^{9}M_{\odot}$ when $\lambda$ = 0.1 and 1.0 are adopted. Since this method
is based on gamma-ray emissions and the short time-scale of the sources, it can
also be used for central black hole mass determination of high redshift
gamma-ray sources. In the case of the upper limit of black hole mass there is
no clear difference between BLs and FSRQs, which suggests that the central
black hole masses do not play an important role in the evolutionary sequence of
blazars.",2005-03-31T14:16:40Z
"Spectral Evolution of a Luminous Compact X-Ray Source in NGC 253 with
  Chandra and XMM-Newton","Spectral studies of a luminous X-ray source, NGC 253 X21, are presented based
on archival Chandra and XMM-Newton data. The Chandra observation on 1999
December 16 detected the source at a bolometric luminosity of 0.3 x 10^39 erg/s
(assuming isotropic emission), while an XMM-Newton observation on 2000 June 3
revealed a short-term source variation in the range of (0.6--1.3) x 10^39
erg/s. All spectra from these observations were successfully modeled by
emission from an optically thick accretion disk. The average inner disk radius
was kept constant at 63 x (cos 60/cos i)^(1/2) km, where i is the disk
inclination, and did not vary significantly, while the disk inner temperature
changed in the range of 0.9--1.4 keV. Assuming that this object is an accreting
Schwarzschild black hole, and that the disk inner radius coincides with its
last stable orbit, the mass of the black hole is estimated to be ~ 7 M_sun. The
disk luminosity corresponds to (30--120) x (cos 60/cos i) % of the Eddington
limit of this black hole. Therefore, this luminous X-ray source, NGC 253 X21,
is understood consistently to be an accreting stellar mass black hole in the
standard disk state.",2005-06-27T08:11:27Z
Inflation: A graceful entrance from Loop Quantum Cosmology,"The evolution of a scalar field is explored taking into account the presence
of a background fluid in a positively curved Universe in the framework of loop
quantum cosmology. Though the mechanism that provides the initial conditions
for inflation extensively studied in the literature, is still available in this
setup, it demands that the initial kinetic energy of the field be comparable to
the energy density of the background fluid if the field is initially situated
at the minimum of the potential. It is found, however, that for potentials with
a minimum such as the chaotic inflation model, there is an additional mechanism
that can provide the correct initial conditions for successful inflation even
if initially the kinetic energy of the field is subdominant by many orders of
magnitude. In this latter mechanism the field switches direction when the
Universe is still in the expanding phase. The kinetic energy gained while the
field rolls down the potential is subsequently enhanced when the universe
enters the collapsing phase pushing the field one step up the potential. This
behavior is repeated on every cycle of contraction and expansion of the
Universe until the field becomes dominant and inflation follows.",2005-07-28T23:07:41Z
"The Build-up of the Colour-Magnitude Relation as a Function of
  Environment","We discuss the environmental dependence of galaxy evolution based on deep
panoramic imaging of two distant clusters taken with Suprime-Cam as part of the
PISCES project. By combining with the SDSS data as a local counterpart for
comparison, we construct a large sample of galaxies that spans wide ranges in
environment, time, and stellar mass (or luminosity). We find that colours of
galaxies, especially those of faint galaxies ($M_V>M_V^*+1$), change from blue
to red at a break density as we go to denser regions. Based on local and global
densities of galaxies, we classify three environments: field, groups, and
clusters. We show that the cluster colour-magnitude relation is already built
at $z=0.83$. In contrast to this, the bright-end of the field colour-magnitude
relation has been vigorously built all the way down to the present-day and the
build-up at the faint-end has not started yet. A possible interpretation of
these results is that galaxies evolve in the 'down-sizing' fashion. That is,
massive galaxies complete their star formation first and the truncation of star
formation is propagated to smaller objects as time progresses. This trend is
likely to depend on environment since the build-up of the colour-magnitude
relation is delayed in lower-density environments. Therefore, we may suggest
that the evolution of galaxies took place earliest in massive galaxies and in
high density regions, and it is delayed in less massive galaxies and in lower
density regions.",2005-06-29T03:58:45Z
"Near-infrared integral-field spectroscopy of violent starburst
  environments","Near-infrared (NIR) integral-field spectroscopy (IFS) of violent starburst
environments at high spatial (and spectral) resolution has the potential to
revolutionise our ideas regarding the local interactions between the
newly-formed massive stars and the interstellar medium (ISM) of their host
galaxies. To illustrate this point, I present NIR IFS analysis of the central
starburst region of NGC 1140, obtained with CIRPASS on Gemini-South. While
strong [FeII] emission is found throughout the galaxy, higher-order Brackett
emission is predominantly associated with the northern starburst region. Based
on the spatial distributions of the [FeII] versus Brackett line emission, I
conclude that a galaxy-wide starburst was induced several x 10^7 yr ago, with
more recent starburst activity concentrated around the northern starburst
region. I look forward and discuss the exciting prospects that IFS at higher
spatial (and spectral) resolution will allow us trace (i) the massive outflows
(""superwinds"") expected to originate in the dense, young massive star clusters
commonly found in intense starburst environments, and (ii) their impact on the
galaxy's ISM.",2005-05-20T11:23:16Z
The Island state of the Atoll Source 4U 1820--30,"We study the rapid X-ray time variability in all public data available from
the \textit{Rossi X-ray Timing Explorer's} Proportional Counter Array on the
atoll source 4U 1820--30 in the low-luminosity island state. A total of
$\sim46$ ks of data were used. We compare the frequencies of the variability
components of 4U 1820--30 with those in other atolls sources. These frequencies
were previously found to follow a universal scheme of correlations. We find
that 4U 1820--30 shows correlations that are shifted by factors of
$1.13\pm0.01$ and $1.21\pm0.02$ with respect to those in other atoll sources.
These shifts are similar to, but smaller than the shift factor $\sim1.45$
previously reported for some accreting millisecond pulsars. Therefore, 4U
1820--30 is the first atoll source which shows no significant pulsations but
has a significant shift in the frequency correlations compared with other 3
non-pulsating atoll sources.",2005-07-05T14:12:11Z
Structure in the motions of the fastest halo stars,"We have analyzed the catalog of 2106 non-kinematically selected metal poor
stars in the solar neighborhood published by Beers et al. (2000), with the goal
of quantifying the amount of substructure in the motions of the fastest halo
stars. We have computed the two-point velocity correlation function for a
subsample of halo stars within 1-2 kpc of the Sun, and found statistical
evidence of substructure, with a similar amplitude to that predicted by high
resolution CDM simulations. The signal is due to a small kinematic group whose
dynamical properties are compared to the stellar ""stream"", previously
discovered by Helmi et al. (1999). If real, this high velocity moving group
would provide further support to the idea that substructures remain as fossils
from the formation of the Galaxy as expected in the CDM scenario.",2005-04-05T15:28:44Z
SPI energy calibration,"The status of the SPI energy calibration after the first year of INTEGRAL
operations is reported. We have studied the gain variations and we have
demonstrated that the most important parameter is the germanium detector
temperature. This study permits us to determine the limits of our calibration
method and the frequency of calibrations needed.",2005-04-14T16:38:53Z
"Dark galaxies or tidal debris? Kinematical clues to the origin of
  massive isolated HI clouds","An extended HI cloud (VIRGOHI 21) with an HI mass of $\sim10^8$ M$_{\odot}$
and no apparent optical counterpart was recently discovered in the Virgo
cluster. In order to understand the origin of physical properties of apparently
isolated HI clouds like the VIRGOHI21, we numerically investigate physical
properties of tidal HI debris that were formed by galaxy-galaxy interaction in
clusters of galaxies. Our hydrodynamical simulations demonstrate that tidal
debris with total HI masses of $10^8-10^9$ M$_{\odot}$ can have (1) wide HI
velocity widths ($>200$ km s$^{-1}$), (2) a small mass fraction of stars
($\sim$10%), and (3) a mean $B$-band surface brightness of the stellar
components fainter than 30 mag arcsec$^{-2}$. These results suggest that the
VIRGOHI21, which lies at a projected distance of $\sim$ 150 kpc from the
one-armed, HI-rich spiral galaxy M99 (NGC 4254), is tidal debris. We propose
that the comparison between the simulated and the observed velocity fields of
HI clouds allows us to better understand their nature and origin (e.g., whether
they are just tidal debris or ``dark galaxies'' that have HI gas only and are
embedded by dark matter halos). We also discuss the timescales for isolated HI
gas to be evaporated by thermal conduction of the hot intracluster gas.",2005-05-29T09:56:21Z
"The Birthplace of Low-Mass X-ray Binaries: Field Versus Globular Cluster
  Populations","Recent Chandra studies of low-mass X-ray binaries (LMXBs) within early-type
galaxies have found that LMXBs are commonly located within globular clusters of
the galaxies. However, whether all LMXBs are formed within globular clusters
has remained an open question. If all LMXBs formed within globular clusters,
the summed X-ray luminosity of the LMXBs in a galaxy should be directly
proportional to the number of globular clusters in the galaxy regardless of
where the LMXBs currently reside. We have compared these two quantities over
the same angular area for a sample of 12 elliptical and S0 galaxies observed
with Chandra and found that the correlation between the two quantities is
weaker than expected if all LMXBs formed within globular clusters. This
indicates that a significant number of the LMXBs were formed in the field, and
naturally accounts for the spread in field-to-cluster fractions of LMXBs from
galaxy to galaxy. We also find that the ""pollution"" of globular cluster LMXBs
into the field has been minimal within elliptical galaxies, but there is
evidence that roughly half of the LMXBs originally in the globular clusters of
S0 galaxies in our sample have escaped into the field. This is due to higher
globular cluster disruption rates in S0s resulting from stronger gravitational
shocks caused by the passage of globular clusters through the disks of S0
galaxies that are absent in elliptical galaxies.",2005-06-09T20:00:04Z
Evolving Dark Energy with w Deviating from -1,"Theories of evolving quintessence are constructed that generically lead to
deviations from the w = -1 prediction of non-evolving dark energy. The small
mass scale that governs evolution, m_\phi \approx 10^{-33} eV, is radiatively
stable, and the ``Why Now?'' problem is solved. These results rest crucially on
seesaw cosmology: in broad outline, fundamental physics and cosmology can be
understood from only two mass scales, the weak scale, v, and the Planck scale,
M. Requiring a scale of dark energy \rho_{DE}^{1/4} governed by v^2/M, and a
radiatively stable evolution rate m_\phi given by v^4/M^3, leads to a
distinctive form for the equation of state w(z) that follows from a cosine
quintessence potential. An explicit hidden axion model is constructed. Dark
energy resides in the potential of the axion field which is generated by a new
QCD-like force that gets strong at the scale \Lambda \approx v^2/M \approx
\rho_{DE}^{1/4}. The evolution rate is given by a second seesaw that leads to
the axion mass, m_\phi \approx \Lambda^2/f, with f \approx M.",2005-03-31T16:41:41Z
"FAVOR (FAst Variability Optical Registration) -- A Two-telescope Complex
  for Detection and Investigation of Short Optical Transients","An astronomical complex intended to detect optical transients (OTs) in a wide
field and follow them up with high time resolution investigation is described.",2005-07-18T13:47:17Z
Charge Exchange Spectra of Hydrogenic and He-like Iron,"We present H-like Fe XXVI and He-like Fe XXV charge-exchange spectra
resulting from collisions of highly charged iron with N2 gas at an energy of 10
eV/amu in an electron beam ion trap. Although individual high-n emission lines
are not resolved in our measurements, we observe that the most likely level for
Fe25+ --> Fe24+ electron capture is n~9, in line with expectations, while the
most likely value for Fe26+ --> Fe25+ charge exchange is significantly higher.
In the Fe XXV spectrum, the K-alpha emission feature dominates, whether
produced via charge exchange or collisional excitation. The K-alpha centroid is
lower in energy for the former case than the latter (6666 versus 6685 eV,
respectively), as expected because of the strong enhancement of emission from
the forbidden and intercombination lines, relative to the resonance line, in
charge-exchange spectra. In contrast, the Fe XXVI high-n Lyman lines have a
summed intensity greater than that of Ly-alpha, and are substantially stronger
than predicted from theoretical calculations of charge exchange with atomic H.
We conclude that the angular momentum distribution resulting from electron
capture using a multi-electron target gas is significantly different from that
obtained with H, resulting in the observed high-n enhancement. A discussion is
presented of the relevance of our results to studies of diffuse Fe emission in
the Galactic Center and Galactic Ridge, particularly with ASTRO-E2/Suzaku.",2005-08-02T15:40:55Z
Microlensing in the double quasar SBS1520+530,"We present the results of a monitoring campaign of the double quasar
SBS1520+530 at Maidanak observatory from April 2003 to August 2004. We obtained
light curves in V and R filters that show small-amplitude \Delta m~0.1 mag
intrinsic variations of the quasar on time scales of about 100 days. The data
set is consistent with the previously determined time delay of \Delta
t=(130+-3) days by Burud et al. (2002). We find that the time delay corrected
magnitude difference between the quasar images is now larger by (0.14+-0.03)
mag than during the observations by Burud et al. (2002). This confirms the
presence of gravitational microlensing variations in this system.",2005-05-24T13:25:26Z
Extensive air showers without muon component,"Extensive air showers of cosmic rays with energies above 5.10**18 eV
registered by the Yakutsk array have been analyzed. The existence of showers
without muon component is found. Among them we found 5 clusters and these
clusters correlate with nearest pulsars. It is found that there exist 4 classes
of showers. Showers with high content of muons are mainly observed at E>
4.10**19 eV and they are formed most likely by heavy nuclei.",2005-07-28T21:56:56Z
"Can Fluffy Dust Alleviate the ""Subsolar"" Interstellar Abundance Problem?","What might be the most appropriate set of interstellar reference abundances
of chemical elements (both in gas and in dust) relative to hydrogen has been a
subject of much discussion in the past decade. While historically the Sun has
been taken as the reference standard, it has recently been suggested that the
interstellar abundances might be better represented by those of B stars
(because of their young ages) which are just ~60--70% of the widely adopted
solar values (``subsolar''). On the other hand, the most recent estimates of
the solar carbon and oxygen abundances are also close to those of B stars. If
the interstellar abundances are indeed ``subsolar'' like B stars or the
newly-determined solar C,O values, there might be a lack of raw material to
form the dust to account for the interstellar extinction. In literature it has
been argued that this problem could be solved if interstellar grains have a
fluffy, porous structure since fluffy grains are more effective in absorbing
and scattering optical and ultraviolet starlight than compact grains (on a per
unit mass basis). However, we show in this work that, using the Kramers-Kronig
relation, fluffy dust is not able to overcome the abundance shortage problem. A
likely solution is that the abundances of refractory elements in stellar
photospheres may under-represent the composition of the interstellar material
from which stars are formed, resulting either from the possible underestimation
of the degree of heavy-element settling in stellar atmospheres, or from the
incomplete incorporation of heavy elements in stars during the star formation
process.",2005-03-25T20:31:43Z
TeV Gamma-Ray Observations of the Perseus Galaxy Cluster,"We report on observations of the Perseus cluster of galaxies using the 10 m
Whipple $\gamma$-ray telescope during the 2004-2005 observing season. We apply
a two dimensional analysis technique to allow us to scrutinize the cluster for
TeV emission. In this contribution we will first calculate flux upper limits on
TeV gamma-ray sources within the cluster. Second, we derive an upper limit on
the extended cluster emission. We then compare the flux upper limits with the
EGRET upper limit at 100 MeV and theoretical models.",2005-07-19T18:56:10Z
Radio Detection of Cosmic Ray Air Showers with Codalema,"Studies of the radio detection of Extensive Air Showers is the goal of the
demonstrative experiment CODALEMA. Previous analysis have demonstrated that
detection around $5.10^{16}$ eV was achieved with this set-up. New results
allow for the first time to study the topology of the electric field associated
to EAS events on a event by event basis.",2005-05-20T14:50:53Z
Constraints on hot metals in the Vicinity of the Galaxy,"We have searched for evidence of soft X-ray absorption by hot metals in the
vicinity of the Galaxy in the spectra of a small sample of fifteen Type I AGN
observed with the high resolution X-ray gratings on board Chandra. This is an
extension of our previous survey of hot OVII and OVIII absorbing gas in the
vicinity of the Galaxy. The strongest absorption signatures within a few
hundred km/s of their rest-frame energies are most likely due to warm absorbing
outflows from the nearest AGN, which are back-lighting the local hot gas. We
emphasize that absorption signatures in the spectra of some distant AGN that
are kinematically consistent with the recessional velocity of the AGN are most
likely to be due to hot local gas. Along the sightline towards PG 1211+143, PDS
456 and MCG-6-30-15 there is a very large absorbing Fe column density which is
kinematically consistent with absorption by hot, local Fe. The sightlines to
these three AGN pass through the limb of the Northern Polar Spur (NPS), a local
bubble formed from several supernovae which, if rich in Fe, may account for a
large local Fe column.
  We obtain limits on the column density of local, highly ionized N, Ne, Mg, Si
along all of the sightlines in our sample. We correlate the column density
limits with those of highly ionized O along the same sightlines. Assuming the
hot local gas is in collisionally ionized equilibrium, we obtain limits on the
temperature and relative abundances of the metals in the hot local gas. Our
limits on the ionic column densities in the local hot gas seem to be consistent
with those observed in the hot halo gas of edge-on normal spiral galaxies.",2005-06-15T15:41:19Z
"The Temperature Distribution of Dense Molecular Gas in the Center of NGC
  253","[abridged] We present interferometric maps of ammonia (NH3) of the nearby
starburst galaxy NGC 253 [star formation rate: ~2.8 Mo yr^(-1)]. The
observations have been taken with the Australia Telescope Compact Array and
include the para-NH3 (1,1), (2,2), and the ortho-NH3 (3,3) and (6,6) inversion
lines. Six major complexes of dense ammonia are identified, three of them on
either side of the starburst center, out to projected galactocentric radii of
\~250 pc. [...] The application of radiative transfer large velocity gradient
models reveals that the bulk of the ammonia molecules is embedded in a
one-temperature gas phase. Kinetic temperatures of this gas are ~200 and 140 K
toward the south-west and north-east [of the nucleus of NGC 253], respectively.
The temperatures under which ammonia was formed in the past are with >~30 K
also warmer toward the south-west than toward the north-east (~15-20 K). This
is indicated by the ortho-to-para ammonia ratio which is ~1 and 1.5-2.5 toward
the south-west and north-east, respectively. Ammonia column densities in the
brightest complexes are in the range of 6-11x10^(14) cm^(-2), which adds up to
a total ammonia mass of ~20 Mo, about evenly distributed toward both sides of
the nucleus. [...] Toward the center of NGC 253, NH3 (1,1), (2,2), and (6,6) is
detected in absorption against an unresolved continuum source. At the same
location, however, ammonia (3,3) is found in emission which indicates maser
activity. This would be the first detected extragalactic NH3 maser. Evidence
for an expanding shell in the south-western complex is provided. [...] The
shell and X-ray properties can be reproduced by the energy input of a highly
obscured young stellar cluster with a mass of ~10^5 Mo which also heats the
dense gas.",2005-05-07T14:08:06Z
"The ""missing"" YSOs in the central parsec of the Galaxy: evidence for
  star formation in a massive accretion disk and a top-heavy IMF","Few dozens of young high mass stars orbit Sgr A* at distances as short as 0.1
parsec, where star formation should be quenched by the strong tidal shear from
Sgr A*. The puzzling young stellar population is believed to come into
existence in one of the two ways:
  (i) ""normal"" star formation at several tens of parsec in a very massive star
cluster that then spiraled in, or (ii) star formation in situ in a massive
self-gravitating disk. We propose to constrain these two scenarios via the
expected X-ray emission from young low mass stars that should have formed
alongside the massive stars. To this end we compare the recent Chandra
observations of X-ray emission from young stars in the Orion Nebula, and the
Chandra observations of Sgr A* field. We show that the cluster inspiral model
is ruled out irrespectively of the initial mass function (IMF) of the young
stars. In addition, for the in situ model, we find that no more than few
thousand low-mass stars could have formed alongside the massive stars. This is
more than a factor of ten fewer than expected if these stars were formed with
the standard IMF as elsewhere in the Galaxy. The young stars in the GC are thus
the first solid observational evidence for star formation in AGN disks and also
require the IMF of these stars to be top-heavy. We briefly consider implication
of these results for AGN in general.",2005-07-29T03:03:09Z
Light-cone Simulations: Evolution of dark matter haloes,"We present a new fast method for simulating pencil-beam type light-cones,
using the MLAPM-code (Multi Level Adaptive Particle Mesh) with light-cone
additions. We show that by a careful choice of the light-cone orientation, it
is possible to avoid extra periodicities in the light-cone. As an example, we
apply the method to simulate a 6 Gpc deep light-cone, create the dark matter
halo catalogue for the light-cone and study the evolution of haloes from $z=6$
up to the present time. We determine the spatial density of the haloes, their
large-scale correlation function, and study the evolution of the mass function.
We find a surprisingly simple relation for the dependence of halo maximum mass
on redshift, and apply it to derive redshift limits for bright quasars.",2005-07-08T08:23:29Z
"Spectroscopic study of the long-period dust-producing WC7pd+O9 binary
  HD192641","We present the results of an optical spectroscopic study of the massive
Wolf-Rayet binary WR137. These data cover the dust-formation maximum in 1997.
Combining all available measurements of radial velocities, we derive, for the
first time, a spectroscopic orbit with period 13.05 +/- 0.18 years. The
resulting masses, adopting i=67degrees, are M(O)= 20 +/- 2 Mo and M(WR)= 4.4+/-
1.5 Mo. These appear, respectively, around normal and on the low side for the
given spectral types. Analysis of the intense multi-site spectroscopic
monitoring in 1999 shows that the CIII5696 and CIV5802/12 lines have the
highest intrinsic variability levels. The periodogram analysis yields a
small-amplitude modulation in the absorption troughs of the CIV5802/12 and
HeI5876 lines with a period of 0.83 days, which could be related either to
pulsations or large-scale rotating structures as seen in the WN4 star EZ Canis
Majoris (WR6).Wavelet analysis of the strong emission lines of CIII5696 and
CIV5802/12 enabled us to isolate and follow for several hours small structures
associated with density enhancements within the wind of the Wolf-Rayet star.
Cross-correlating the variability patterns seen in different lines, we find a
weak but significant correlation between the varability in emission lines with
different ionization potential, i.e. in lines formed at different distances
from the WR stellar core. Adopting a beta wind-velocity law, from the motion of
individual subpeaks we find beta around 5, which is significantly larger than
the canonical value of 1 usually found in O-star winds.",2005-04-21T16:33:23Z
"Using transport coefficients of cosmic rays in turbulent magnetic fields
  to determine hybrid viscosity in hot accretion disks around AGN","The nature of the viscosity operative in hot, two-temperature accretion disks
around AGN has been a long-standing, unsolved problem. It has been previously
suggested that protons, in conjunction with the turbulent magnetic field that
is likely to exist in the accretion disk, might be crucial in providing this
viscosity. Several authors have recently determined diffusion coefficients for
charged particles (cosmic rays) propagating in turbulent magnetic fields by
means of extensive Monte Carlo simulations. We use the diffusion coefficients
for protons determined by these simulations to find the effective mean free
path for protons in hot accretion disks. This in turn yields good estimates of
the viscosity due to energetic protons embedded in the turbulent magnetic field
of a hot, two-temperature accretion disk. We combine this with a simple
two-temperature accretion disk model to determine the Shakura-Sunyaev $\alpha$
viscosity parameter arising out of this mechanism. We find that protons
diffusing in the turbulent magentic field embedded in a hot accretion d isk
provide a physically reasonable source of viscosity in hot accretion disks
around AGN.",2005-07-10T06:57:30Z
"A Highly Collimated, Young and Fast CO(2-1) Outflow in OMC1 South","We present high angular resolution (~ 1''), sensitive CO(2-1) line
observations of the region OMC1 South in the Orion Nebula made using the
Submillimeter Array (SMA). We detect the CO(2-1) high velocity outflow that was
first found by Rodriguez-Franco et al. (1999a) with the IRAM 30 m. Our
observations resolve the outflow, whose velocity-integrated emission has a
deconvolved width of 0.89'' \pm 0.06'' (490 AU) and a projected length of ~
48'' (21,000 AU) with very high redshifted and blueshifted gas with velocities
of about \pm 80 km/s. This outflow is among the most collimated (~ 3 degrees)
and youngest outflows (600 yr) that have been reported. The data show that this
collimated outflow has been blowing in the same direction during the last 600
yr. At high velocities, the CO(2-1) outflow traces an extremely collimated jet,
while at lower velocities the CO emission traces an envelope possibly produced
by entrainment of ambient gas. Furthermore, we also detect for the first time a
millimeter wavelength continuum source possibly associated with a class I
protostar that we suggest could be the possible exciting source for this
collimated outflow. However, the bolometric luminosity of this source appears
to be far too low to account for the powerful molecular outflow.",2005-05-02T23:46:32Z
"Statistics of phase correlations as a test for non-Gaussianity of the
  CMB maps","Gaussianity is the very base for derivation of the cosmological parameters
from the CMB angular power spectrum. Non-Gaussian signal, whether originated
from experimental error or primordial source, could mimic extra power in the
power spectrum, thereby leading to a wrong set of parameters. In this paper we
present a new Gaussianity analysis of the derived CMB singals. It is based on
the trigonometric moments of phases, which can be concluded with a ``mean
angle'', allowing us to see the global trend of non-Gaussianity of the signals.
These moments are also closely related to the Pearson's random walks. We apply
these analyses on the derived CMB maps and their different morphologies
manifest themselves through these functions. We also comment on rotational
invariance of the trigonometric moments of phases as a non-Gaussianity test.",2005-05-01T17:56:09Z
"Influence of local treatments of convection upon solar p mode excitation
  rates","We compute the rates P at which acoustic energy is injected into the solar
radial p modes for several solar models. The solar models are computed with two
different local treatments of convection: the classical mixing-length theory
(MLT hereafter) and Canuto et al (1996)'s formulation (CGM hereafter). Among
the models investigated here, our best models reproduce both the solar radius
and the solar luminosity at solar age and the observed Balmer line profiles.
For the MLT treatment, the rates P do depend significantly on the properties of
the atmosphere whereas for the CGM's treatment the dependence of P on the
properties of the atmosphere is found smaller than the error bars attached to
the seismic measurements. The excitation rates P for modes associated with the
MLT models are significantly underestimated compared with the solar seismic
constraints. The CGM models yield values for P closer to the seismic data than
the MLT models. We conclude that the solar p-mode excitation rates provide
valuable constraints and according to the present investigation clearly favor
the CGM treatment with respect to the MLT, although neither of them yields
values of P as close to the observations as recently found for 3D numerical
simulations.",2005-07-11T09:51:30Z
"A Hubble Space Telescope Snapshot Survey of Dynamically Close Galaxy
  Pairs in the CNOC2 Redshift Survey","We compare the structural properties of two classes of galaxies at
intermediate redshift: those in dynamically close galaxy pairs, and those which
are isolated. Both samples are selected from the CNOC2 Redshift Survey, and
have redshifts in the range 0.1 < z <0.6. Hubble Space Telescope WFPC2 images
were acquired as part of a snapshot survey, and were used to measure bulge
fraction and asymmetry for these galaxies. We find that paired and isolated
galaxies have identical distributions of bulge fractions. Conversely, we find
that paired galaxies are much more likely to be asymmetric (R_T+R_A >= 0.13)
than isolated galaxies. Assuming that half of these pairs are unlikely to be
close enough to merge, we estimate that 40% +/- 11% of merging galaxies are
asymmetric, compared with 9% +/- 3% of isolated galaxies. The difference is
even more striking for strongly asymmetric (R_T+R_A >= 0.16) galaxies: 25% +/-
8% for merging galaxies versus 1% +/- 1% for isolated galaxies. We find that
strongly asymmetric paired galaxies are very blue, with rest-frame B-R colors
close to 0.80, compared with a mean (B-R)_0 of 1.24 for all paired galaxies. In
addition, asymmetric galaxies in pairs have strong [OII]3727 emission lines. We
conclude that close to half of the galaxy pairs in our sample are in the
process of merging, and that most of these mergers are accompanied by triggered
star formation.",2005-07-18T21:27:22Z
